Speaker,Speech,Type,Comments
"The Chairman","I will also announce, as I did before, with a very full membership, 5 minutes is going to mean 5 minutes. At the conclusion of 5 minutes, whomever is speaking will be allowed to finish a sentence or two, and that will be it.",Speech, 
"Mr. Scott","Thank you very much, Mr. Chairman. Welcome, Mr. Secretary. It is good to have you back. You have quite a task before you. Let me just ask you this because I think it's very important that we move in a way that we do not--as we rush to save our economy, that we do not suffocate our economy. And I commend you on the move that we have made to, with a private/ public partnership, in terms of getting the toxic assets off and getting our credit markets, our credit forces unclogged. But I do have some questions about this expansion of power, which I think is at the heart and soul of your efforts here. And, as I said before, in our rush to save our economy, we certainly don't want to suffocate it. One example would be, and I want to ask my first question, you use the AIG as an example of why we need this expansion of power. And in AIG, the problem that happened in AIG was not in the insurance area, but it was in the special division that they had set up dealing with sort of the hedge fund-like operations, credit default swaps, and so forth that truly fall beyond the bounds of regulation. And we do need to move on that and I applaud you for that. But here we come with the insurance companies, and insurance companies are already regulated by the States, so is there a conflict? How are you going to handle that conflict in dealing with the insurance companies, particularly in view of the fact that it is not been insurance that has caused the problem?",Speech, 
"Secretary Geithner","Excellent question. Let me just start by saying, you know, what we need is better, smarter, tougher regulation. Because we have seen that the costs of these weaknesses and gaps are catastrophic for the system as a whole. And we have an enormously complicated system in the United States with regulation at the Federal and State level, multiple bank supervisors, multiple authorities, and it just didn't work. It did not deliver what it has to deliver. And I think that we have to start by making sure we have in place effective consolidated supervision over those entities that could pose potential risks to the system. Now, that does not mean that we should supplant and take away the existing authorities that State insurance companies, that State insurance supervisors have over those institutions, or that the bank regulators have over depositories. And so what we're suggesting is fully compatible with maintaining their important role in supervising insurance companies. But again, for these core institutions, you need to have much stronger, more effective supervision applied on a consolidated basis if you're going to get better results in the future.",Speech, 
"Mr. Scott","Okay. Well, let me ask you also this, a part of your approach is to rein in the hedge funds in some of these areas that say they are unregulated. How do we respond to hedge fund operations so they are regulated? Could you very briefly explain how it will change from where we are now, in terms of the regulations we have with, say, hedge funds, and how it would be under your plan?",Speech, 
"Secretary Geithner","Well, this is really the provence of the SEC, but our proposal is built on something that the SEC has considered for some time, which is to require registration for hedge funds, similar institutions, if they get to be above a certain size. And that, we believe, will give the SEC more ability to do what they exist to do, which is to protect investors, contain the risk of fraud, and make sure that they are more able to enforce the rules of the road on market integrity. That's the objective of it. We are not suggesting that they be regulated like banks are regulated. They are different institutions in this context. And I think it is the right balance.",Speech, 
"Mr. Scott","And in terms of this power that we are asking for, which is this great expansion of power to seize non-bank companies, where in the Federal Government should that power rest? Should it be with you in Treasury, should it be in the Fed, or perhaps in FDIC?",Speech, 
"Secretary Geithner","Well, what we're proposing to do is build on the model established for the FDIC for banks and thrifts. That model, we have a lot of experience with it. There's a whole range of important checks and balances in that system to limit discretion so the existence of this does not increase moral hazard, as your colleague said. And we think that model offers a lot of promise. And we're basically suggesting a model that would substantially rely on the FDIC, itself, to run this new regime. But you have to have some checks and balances in the system, like that system has, and so you don't want to vest in any single institution such broad powers. So the FDIC mechanism, for example, has this great virtue of, an action requires a majority of the Board of the FDIC, a majority of the Board of Governors, and a judgment by the Secretary of the Treasury on behalf of the President. And our suggestion is to build on that basic framework and put in place a similar set of checks and balances to limit discretion, again because of the concern your colleague raised about the risks you create too much uncertainty and moral hazard in putting in place a stronger resolution authority.",Speech, 
"The Chairman","The gentleman from California, Mr. Campbell, on the list provided by the minority.",Speech, 
"Mr. Campbell","Thank you, Mr. Chairman, and thank you, Mr. Secretary. On Monday, you released a plan to leverage, bring private capital in to deal with the toxic assets. I'm generally supportive of that plan. The question I have is, it's 6:1 leverage ratio. How did you come up with that number? Why did you come up with that number? As you just stated, a lot of the problem that we had was because there was too much risk-taking too much leverage. It seems to me that that 6:1 ratio encourages more risk-taking, more leverage, and perhaps just moves the problem from bank to non-bank entities but doesn't necessarily help it that much.",Speech, 
"Secretary Geithner","A very important concern. You're right. That basic concern shaped the proposal we made. And the suggestion for that leverage is really what the FDIC suggested, based on the range of experience they have with their existing mechanism. Now, it is substantially less leverage than banks run with today. And you are right, you want to get the balance carefully right. What we have put forward was a framework that, we think, leaves the taxpayer much better protected than the alternatives. And we're trying again to stretch taxpayer resources prudently and, you know, use private investment effectively and still limit those risks to the taxpayer.",Speech, 
"Mr. Campbell","So you're open to a little less leverage, then?",Speech, 
"Secretary Geithner","Well, you know, again, we want to get the balance right. We're not suggesting that we got it perfect. We'll try to figure out a program that's going to, again, what we want to do is help free up credit flows in ways that protect the taxpayer the best we can.",Speech, 
"Mr. Campbell","Okay. When we talk about the authority, this receivership authority that you have discussed, are you asking for that authority now prior to a new systemic, prior to the comprehensive reform that, I think there is universal agreement we all want, there is not agreement on what it should look like, but is that something, this authority you're asking for, prior to that reform?",Speech, 
"Secretary Geithner","You're raising a very important question and I think that realistically you need to look at these provisions for better emergency powers for the government, resolution authority for the government, in the context of the proposals we're making for vesting more accountability and authority, responsibility, in a single arm of the government for dealing with systemic risk. They need to be viewed together, which is why we're presenting these together to you today to evaluate, but we'll work with the committee and with the Congress on what the best legislative vehicle is for looking at this as a whole. I completely understand the judgment many people share, that you can't do this piecemeal. You can't do it just element by element. Everyone's going to look at how they all fit together, but we'll be open to whatever process works best for the committee and the Congress as a whole.",Speech, 
"Mr. Campbell","Yes, because my concern, Mr. Secretary, would be that if you have, that's a pretty extreme authority of receivership. And if you have that authority without the complete information and perspective of a full regulatory framework, wrong decisions could be made.",Speech, 
"Secretary Geithner","We designed this proposal to fit within current law so that, I mean, within the current regulatory structure. So, you could move on this proposal alone and once you do the broader regulatory redesign we're proposing, you could come back and make sure they fit, you could do it that way, but you want to be able to see what we're proposing on the broader framework as you consider this specifically.",Speech, 
"Mr. Campbell","Why would you want us to move on it separately and more quickly? Are you expecting some additional non-bank failures? Are you concerned about that?",Speech, 
"Secretary Geithner","Look, you know, we are, as I said, I think it's a great tragic failure of the country that we came into this crisis without anything like the broad authority governments need to manage financial crises effectively and protect the economy from the trauma that comes. This is not just in the case of resolution authority. You know, until Congress acted in the summer and the fall, the Executive Branch had no meaningful authority to put capital into a financial institution where that was necessary to protect the economy, to provide broad guarantees insurance. And, you know, we're still in the midst of a very challenging period, and so, I think it would be in the interest of the country for Congress to do everything they can to make sure we get broader tools so we can manage this effectively. You know there is a good, I think as quickly as you can, because, again, this will be less costly for the economy, less costly for the taxpayer if we're able to contain this more effectively now.",Speech, 
"Mr. Campbell","Okay, one last really quick question. You have talked about an exchange for CDO's or whatever. Are you talking about for fixed income instruments, in general, which, because of their lack of homogeneity have not had an exchange in the past?",Speech, 
"Secretary Geithner","No, our proposal is really concentrated on the over-the-counter derivatives market, not just credit derivatives, but a full range of other types of products where there has been a huge amount of sanitization. And we think the system would be safer if those standardized products were moved into clearinghouses. There was greater trading and exchange traded instruments in that context, but that would still preserve the capacity for the more specialized, tailored products which our system relies on to manage risk effectively. You want to have protections for those, too, but I think we're at the moment where we have enough maturation and sanitization that we can get a more stable system by moving these things on to the central counterparties and to exchanges.",Speech, 
"Mr. Campbell","Thank you. I yield back my time.",Speech, 
"The Chairman","All right. I thank the gentleman for his precision. And the gentleman from Texas is now recognized for 5 minutes.",Speech, 
"Mr. Green","Thank you, Mr. Chairman, and I thank the Secretary for appearing today, 2 times in one week. I know that you have many other things to do, but we're grateful that you're here. Mr. Secretary, let me start by saying that you're doing the right thing. You're doing the right thing because the American people understand that, too-big-to-fail is the right size to regulate. Some things bear repeating. Too-big-to-fail is the right size to regulate. And I'm concerned about a moral hazard, as well. I'm concerned about the moral hazard associated with what Dr. King called the ``paralysis of analysis.'' Analysis of paralysis. And I'm concerned about the notion that we may analyze to the point that we may become paralyzed. I think that we have to consider what happened with long-term capital. Long- term capital was a clear indication that we needed to do something. But the paralysis of analysis prevented us from taking the action that would have prevented AIG. AIG is, if you will, a prodigy of long-term capital. And if we had taken corrective action with long-term capital, and I remember when the chairman had us, when were at a hearing concerning long-term capital, and I remember one of the comments that I made was that, before there was long-term capital, there was no long-term capital. Because there were many people who wanted to convince us that long-term capital was an aberration. That it was not something that could happen again. That systems were in place. That we didn't need regulation. Well, I'm here to tell you, Mr. Chairman, Mr. Secretary, in a metaphorical sense, the foxes have raided the AIG henhouse. And the foxes don't want us to secure the henhouse. Now, I know a fox when I see one, and I want to let you know, that there are no foxes in this room. No foxes in the room, but the foxes that exist don't want us to secure this henhouse. Mr.",Speech, 
"Chairman, Mr","Secretary, I'm elevating you to a lofty position, I assume, but Mr. Secretary, it's our job to secure the AIG henhouses of the world. We cannot allow the financial order to become disrupted when we had it within our power to make a difference and we did not. It is time for us to act. Don't allow the moral hazard associated with the paralysis of analysis to prevent us from acting. More specifically, when it comes to these hedge funds, many of the employees are owners of the hedge funds. How are they acting in the best interests of persons who are non- employees who have an interest in the hedge funds, when they have to take actions with regard to the hedge funds? We have to deal with that. Many of these hedge funds have pensions in them. Hedge funds were designed for sophisticated investors. Many people who have their monies in pensions are not sophisticated investors. I'm not sure that they understand, in toto, what it means to have their monies associated with a hedge fund. We have to make some decisions about how pensions are going to be a part of hedge funds such as they are safe and secure. And again, I want it done such that we don't allow the paralysis of analysis to prevent us from acting. Finally, I share this with you, Mr. Secretary. When we have this opportunity to make a difference, there will be naysayers. We need naysayers. There is safety in the counsel of the multitudes. The naysayers are part of the multitudes. But we cannot allow the naysayers to prevent us from doing what we know is the right thing for the American people and what the American people know is the right thing for this country. Mr. Secretary, I salute you for what you're doing. God bless you, and I yield back the balance of my time.",Speech, 
"Mr. Chairman","Mr. Secretary, do you have any response?",Speech, 
"Secretary Geithner","Well, I do want to underscore, we have a moment of opportunity now. We don't want to waste this opportunity. And I do think we need to act. But, this is a complicated set of question. We're going to do it carefully, but we need to move.",Speech, 
"Mr. Chairman","I thank you. I would just say, the gentleman has 13 seconds left, so I'll take his time to say that when he says, the foxes don't want us to protect the henhouse, I have been watching television some and I think that's right. Now, the other gentleman from New Jersey, on the list given to me by the Republicans.",Speech, 
"Mr. Lance","Thank you, Mr. Chairman. Good morning to you,",Speech, 
"Mr. Secretary","Let me say from my perspective, I wish the President well, and I wish you well in your incredibly responsible positions and I certainly wish you well next week in London. My questioning regards two matters in your testimony, credit default swaps and other OTC derivatives and money market mutual funds. You indicate, regarding credit default swaps, that in our proposed regulatory system, the government will regulate the markets for credit default swaps and over-the-counter derivatives for the first time. Mr. Secretary, can that be done by regulation, or will that require statutory change, and does it also require regulation or statutory change in London and in Asia and in other places in the world?",Speech, 
"Secretary Geithner","We're examining right now the questions about what requires legislation in this area, what we can do with existing authority. We actually can do quite a lot with existing authority. But, right now, broad authority for the centralized parts of our payment systems are segmented and separated. No one is really accountable for looking at the whole thing and that's something we have to fix. I do think it's very important that in these markets, which are global markets, you want to have a global solution. You don't want to have separate nationalist solutions--",Speech, 
"Mr. Lance","I agree completely.",Speech, 
"Secretary Geithner","And our hope is that we can work with Europeans on a global framework, a global infrastructure which has appropriate global oversights so we don't have a balkanized system at the global level like we had at the national level.",Speech, 
"Mr. Lance","My concern, of course, is that if we engage in regulation or statutory change here and this does not occur in London and in Asia, that money will go to those centers of commerce and we will be back in the situation where we have found ourself.",Speech, 
"Secretary Geithner","I completely agree with you, and at the center of our agenda is, again, a recognition that we can move here alone.",Speech, 
"Mr. Lance","And then regarding money market mutual funds which I had thought were safe, and I think the American people felt safe regarding that instrument, clearly different from the sophistication of credit default swaps, after the collapse of Lehman Brothers, we discovered, and certainly I discovered for the first time, that they could not be safe. And you indicate in your testimony that we believe that the SEC should strengthen the regulatory framework regarding money market mutual funds and my question there is, can we do that alone or does this also have to occur in London and in Asia?",Speech, 
"Secretary Geithner","Excellent question. My sense is that we can do a lot here that would leave our system more protected, but of course, as in every area of this, on the capital requirements and everything else, we'll look at whether there would need to be complementary changes elsewhere.",Speech, 
"Mr. Lance","And you will be discussing this, I assume, Mr. Secretary, next week when you are in London?",Speech, 
"Secretary Geithner","Well, I'm not sure how detailed in each of these provisions we're going to go, but absolutely we're going to be discussing with our colleagues a common approach to efforts at the global level that focus on the stability of our national systems.",Speech, 
"Mr. Lance","Thank you very much, Mr. Secretary, I yield back the balance of my time.",Speech, 
"The Chairman","The gentleman from Minnesota, Mr. Ellison.",Speech, 
"Mr. Ellison","Thank you, Mr. Chairman. Mr. Secretary, thank you for your testimony and your work today. Will the stress test that the Treasury plan is considering be a way to effectively require banks without adequate capital to sell their troubled assets into the Administration's public/private investment program?",Speech, 
