"Speaker","Speech"
"The Chairman","Thank you, Mr. Chairman. I apologize, but there were multiple things going on, so I had to leave. The first point I want to make--and I appreciate your talking about openness--is that one of the things that we do too little of, I believe, in our politics, in our government, is when people predict disaster, we don't go back and see whether or not the disaster occurred. And sometimes that can be helpful. When Henry Gonzalez was the chairman of this committee, Mr. Greenspan was the head of the Federal Reserve, probably even before. I think he may have taken over when Mr. Volcker was Chairman. He pushed hard for more openness. Back then, in the 1980's, the results of the Federal Open Market Committee (FOMC) weren't published, I believe, until the next Open Market Committee. People had to guess how the Committee voted. The question of the minutes came up. The first response, sadly, of the Federal Reserve Chairman was to deny that there were minutes, then later they were found in a drawer and made public. There were serious arguments made that the kind of openness that Henry Gonzalez was pushing for would undermine the conduct of monetary policy. Despite that, he was able to persuade the Fed to make these changes, probably out of fear that if they didn't do that, there would have been legislation which would have been, from their standpoint, a hardship, and zero negatives have resulted. In fact, I think you are better off today. I don't know what you think, but if we were still in a period where the FOMC voted, and people didn't know how they voted, the uncertainty and the ability that you have to influence the markets would have been greatly attenuated. We had a previous hearing at which one of our colleagues, the gentleman from Florida, Mr. Grayson, asked Mr. Kohn, who I thought was an excellent witness, forthcoming, thoughtful--I congratulate Mr. Kohn on his performance as a witness in being constructive. But he said that he couldn't give information about who the recipients were. I hope in this study of openness that it will be completed quickly and that you will put a very severe test against these claims. Historic experience is that there was a tendency to claim damage when there isn't any. Next, you know, we are in a very difficult political situation. We have this problem. We will talk about it again tomorrow. It is essential that we reinvigorate the credit system. We do not have the option of creating a whole new credit system. That means we have to work with the existing one. The problem is that there are a lot of people who are very angry at the people who are running the credit system, and we will have to do things that look like they are helping them or may be helping them, because there is no way to reinvigorate the system without that. But that creates a political climate where we have to be very, very careful. Let me ask one of the important questions you touch on here, and that is the fear that you are insufficiently collateralized. The fear ranges from some people who believe that, given the deterioration of assets, with the best will in the world, it would be hard for you to be assured of that. There are others who think less highly of you than I do, who believe that this is some plot to enrich some bad people, but you are deliberately taking less collateral than you should. There are a whole range of opinions in between. Please elaborate. You talk about this. We have had some experience with Bear Stearns, and the AIG experience does not appear to be as hopeful as some have thought, but what has been the experience to date with the collateral, and how much assurance can you give the American public that however much the money is, whatever the total is, you will be asked about that, how much of it is at risk, what loss can we reasonably expect to suffer?"
"Mr. Bernanke","I thank you, Mr. Chairman. I would like to maintain throughout this hearing a very clear distinction between the 95 percent of our balance sheet which is devoted to regular lending programs, such as lending to sound financial institutions or supporting the credit commercial paper facility, versus the other 5 percent of our balance sheet which has been involved in--"
"The Chairman","Fair point, but quantify those. How much does the 5 percent amount to?"
"Mr. Bernanke","I will. The 5 percent, about $100 billion, is commitments that have been undertaken in government efforts to prevent the failure of major financial institutions. I want to make that distinction. The 95 percent, the bulk of our lending, those programs are extremely safe. They are overcollateralized. I could go through each one, I did in my remarks, and explain why each one is safe, mostly very short term, and very constructive."
"The Chairman","And that would be about $1.9 trillion?"
"Mr. Bernanke","That would be at $1.9 trillion, yes. That is correct. The other $100 billion, which is related to Bear Stearns and AIG operations, is a bit less secure, although our anticipation is that we will not lose money on those extensions."
"The Chairman","my time has expired. Let me just say that I think that is an important point, and I know you will be asked to get back to us. What you are saying is that people who extrapolate from the Bear Stearns and AIG experience to the rest of your holdings; that is too pessimistic. I think that is a very important point that you will have to establish to people. The most public ones are Bear Stearns and AIG, and I think that is part of it, that people do not see those as safe. And then you are going to have to make clear that distinction you just made."
"Mr. Bernanke","Thank you. If I may, just very briefly, we engaged in those AIG and Bear Stearns transactions with great reluctance, because there is no existing structure to resolve systemically critical nonbanking institutions. If Congress would provide such a structure, the Federal Reserve would be more than delighted to step aside from such operations."
"The Chairman","That is a very important point. The gentleman from Alabama."
"Mr. Bachus","Mr. Chairman, in my opening statement I said that we should not enter into arrangements with financial institutions if the terms and conditions of those agreements cannot be fully disclosed. Would you like to react to that?"
"Mr. Bernanke","Yes, sir. The terms and conditions, to my knowledge--and if you have any exceptions, I would be glad to get information to you--but the terms and conditions of all our agreements, to my knowledge, are fully disclosed. There are two types. There are the lending programs, such as the discount window and commercial paper facility. Those are all public information and all on the Web site. The testimony has a list of 5 pages of Web sites where information can be obtained. That information is fully disclosed. The one-off deals associated with AIG and Bear Stearns likewise, to my knowledge, they are fully disclosed in terms of--"
"Mr. Bachus","Are the assets and the prices paid, the valuations, are those disclosed?"
"Mr. Bernanke","The categories of securities and loans are disclosed and the valuation."
"Mr. Bachus","By categories--"
"Mr. Bernanke","Well, one agency MBS is very much like another agency MBS, sir. The only distinct assets in the Bear Stearns portfolio which are not securities are individual loans to companies and so on, and those companies didn't ask to be in this portfolio, so we don't want to cast aspersions on them because they happen to be captured in that operation. But if your staff would like more detailed information, we can arrange to have that information provided. We provide quarterly information, we require monthly information on the evolution of the portfolio and of the arrangements, and we provide quarterly fair value accounting the same way banks have to do about the valuations of the portfolios."
"Mr. Bachus","You have talked about stabilized, systemically critical institutions. What is the criteria between an institution that is systemically critical and one that is not? I mean, what I have said, you know, you have too big to fail, which implies too small to save. To me that doesn't seem to be a fair criteria."
"Mr. Bernanke","Well, Congressman, you have two different questions there. The first is what are the criteria for systemically critical. And in each of the cases we have confronted, we have looked very carefully not only at the size and complexity of the firm in question, but also at the types of markets, counterparties and other transactions it was involved in, and tried to extrapolate if this firm failed, if it defaulted in the morning, how big would the implications be for the entire financial system and for the economy. And those cases where the risks for the broad system are just too great to take, we have to take whatever measures possible to try to prevent the failure. Your second point that it is not fair, I agree 100 percent. If I was a small banker, I would be very upset. Small bankers don't have this protection. The ``too big to fail'' problem is a serious, serious problem, and it should be a top priority to greatly reduce this problem as we go forward with restructuring the financial system."
"Mr. Bachus","And one way to do that would be simply not to permit a corporation of that size; is that right?"
"Mr. Bernanke","That would be one strategy, but other strategies include tougher regulation and supervision, or, as I have mentioned before, having a tough resolution regime like the prompt corrective action regime already in place for banks that would allow the government to come in at a stage before a default and resolve the company in a safe and sound manner."
"Mr. Bachus","Let me ask you this: There have been numerous reports recently that you have hired Wall Street firms to help you value and price assets. So in many cases those are the same firms that have relationships and business associations, as well as personal relationships, with the very firms that they are negotiating with. Do you disclose the identities of, say, the negotiating teams? How do you deal with conflicts of interest? And how much disclosure is there?"
"Mr. Bernanke","Well, except for the Bear Stearns case where we had only a few hours to operate, we have done, generally speaking, an RFP-type process where we accept bids and try to make sure that the usual firewalls are in place. It is probably impossible to completely separate these firms from the other organizations in some sense, but these firms are specialists, and they provide services in evaluating those difficult-to-value assets. And there are a number of them that we have relied on at different times to help us provide expertise that we don't have in-house."
"Mr. Bachus","Do you disclose the existence of actually who is on each transaction, who these consultants were?"
"Mr. Bernanke","Who was involved? Well, typically it would be--for example, in the case of New York Fed, it would have been the president of the New York Fed and the chief counsel, the chief legal counsel."
"Mr. Bachus","No, I am talking about the private parties that they get to help them evaluate the deals."
"Mr. Bernanke","Yes. Well, certainly everyone knows who the principals and the leading players are in those firms. We can certainly ask if more information is needed. But these companies, of course, have to establish credibly that they do have separations between their different activities, otherwise nobody would use them because of concerns about conflict of interest."
"Mr. Bachus","Thank you."
"The Chairman","The gentleman from Pennsylvania."
"Mr. Kanjorski","Thank you, Mr. Chairman. Mr. Chairman, thank you for coming up here. I think already, while listening to your opening remarks and some of the questions proposed by the Members thus far, it becomes very clear that we don't all have a very clear understanding of what has been carried out over the last several months. I am going to put it in perspective of myself. I became acutely involved in this situation as of about September 15th, as you may know, and we have been working on various pieces of legislation, obtaining various information. Under the prior Administration, I thought that both the Secretary of the Treasury and the President, quite frankly, were less than able to really spell out what some of the problems were, and I recognize that as shortcomings of the Administration. But since that time, the new Administration has taken office, and the other night at dinner, I listened intently to the President describe what his actions would be and what he wanted to do. And then I realized why so many of my constituents and so much of the news media, regardless whether it is specialized in financial affairs or the general news media, seems to be talking about questions that are not sufficiently clear as to what the problem is. And I realized last night when we were briefed by Treasury as to what the Secretary of the Treasury's statements would be today that it was represented by one of the staffers who sat in the back of the room after the briefing was concluded and it was open for question and answers, and his question was a very pertinent one: What is the plan, and what is the problem? I think he succinctly put it, and maybe I would like to reiterate what he said. I think all of you, you, sir, from the Federal Reserve, to the Secretary of the Treasury past, to the present Secretary of the Treasury, to our two Presidents, the present President and the past President, have failed for all of us, particularly the general public, to enunciate what the problem is. And it is very clear when we listen to the debates of the various parties and the interest groups that they are talking past each other, not to the problem. What I am really raising, the question is what can we do, what can you do, what can the key players do to take the time to define, in as simple terms as possible, what is the problem, what are the potential end results of the problem if not handled in a correct way or are incapable of being handled, and where our glide path is going? I am really so sick and tired of listening to you and others saying, well, when we evolved this solution 4 weeks ago, the economy has materially changed since then, and that is no longer operative. That is of little consequence or value to me as a policymaker or as a legislator to know that all the work we put in for the last 4 weeks is useless because the circumstances changed. Surely in describing the problem, I think the President described it pretty simply the other night; he said we are in an accelerating whirlpool. That makes sense to me. I understand what that means. Why can we not simply say what that means if you take today's circumstances and you extrapolate 4 weeks from now or 8 weeks from now? But more than that, you know, there was a question last night at the President's news conference. One of the reporters asked, are there going to be requirements for additional funds? I was a little disappointed in our President, because I think he is a straight, up-front guy, but he sidestepped the question. And the reality, unless I am terribly mistaken--and maybe I want to pose that question for you to answer--I see no question that more funds will be necessary on the side of stabilizing the financial institutions of this country. The $700 billion or the $350 billion we are working on right now is not going to be sufficient enough to resolve this problem. And there is an attempt, as I sense it, of Treasury and the Federal Reserve to find other conduits for funds to be used or guarantees to be put in place that really do represent commitments in funds of the United States, but do not have to be passed by Congress or openly declared. As a result, every time that is heard, I think we lose the support of the American people in understanding how serious this problem is and what the end result could be if we don't get precipitous action, either today on the recovery bill in the Senate or in our next bailout bills, TARP 2, or what you may call it, or going down the road as to what may happen. What can we do to facilitate identifying and describing the problem?"
