"Speaker","Speech","Type","Comments"
"Senator Sununu","I appreciate the comments that you made yesterday. Perhaps we will have an opportunity to get into them in more detail, but not surprisingly you were very direct and plain-spoken and I appreciate having you on the record. Thank you, Mr. Chairman.","Speech"," "
"Chairman Shelby","Senator Stabenow.","Speech"," "
"Senator Stabenow","Thank you, Mr. Chairman, and welcome,","Statement","STATEMENT OF SENATOR DEBBIE STABENOW"
"Chairman Bernanke","This is an important time and we wish you all of the best as we all work together on so many issues that relate to our economy and what is happening in terms of monetary policy. The Annual Monetary Policy Report comes at a very important time for many middle class Americans, and I know in my home State right now, the headlines everyday relate to manufacturing loss in Michigan and families are feeling squeezed on all sides from concerns about losing their job, losing their pension, their health care costs rising, businesses, manufacturers seeing their health care costs go through the roof basically, and it relates to their ability to compete internationally. We also know that issues of unfair trade practices are not just words for us in manufacturing. In Michigan, things like currency manipulation are real with Japan or with China when we look at the differences in costs coming in. Counterfeiting, counterfeit auto parts, which is a $12 billion business costs us 200,000 jobs. So when we look at all of the issues, the fact that we have lost 2.4 million jobs, 2.4 million people plus their families. Since 2000, we have lost over 200,000 jobs, families experiencing layoffs in the last 5 years in my State alone. Just last year, 21,000 manufacturing jobs were lost. I say this because the trade deficit is a critical issue for us, a trade deficit now that is about twice as much as the budget deficit, the budget deficit being the highest in our Nation's history, but the trade deficit now hitting $726 billion. This is real for us and so I know your basket of economic metrics, the international component, is just a piece of the analysis, but I want to stress with you that this is extremely important piece to us in manufacturing and in Michigan. And I hope your analysis now and in the future will consider the global issues that are devastating middle class families and devastating American businesses. We need to be focused on that. We need your leadership, your thoughts, and your recommendations as it relates to this global economy now and the international pressures, the unfair trade practices, the currency manipulation, other kinds of issues in the economy, the way we fund health care which is different than any other country in the world, and the impact on our businesses. All of these issues come down on the people that I represent, my own family in Michigan and the others that I represent, and so I hope this international component of your analysis is something that you will place an emphasis on and work with us on as we address monetary issues and the economy in America. Thank you.","Speech"," "
"Chairman Shelby","Thank you, Senator. Senator Dole.","Speech"," "
"Senator Dole","Thank you, Mr. Chairman. Chairman Bernanke, a very warm welcome to you. I certainly look forward to working with you very closely in the months and years to come, and I have every confidence in you. I want to underscore what Senator Sununu said about the GSE's, and one of the issues that I raised when we met in November was the economic transition that we are going through in North Carolina. We continue to experience job loss, especially in textiles and furniture manufacturing. The national economy is indeed trending positively, but I think we must continue to focus special attention on the areas where people have lost their jobs, where companies struggle to compete with foreign firms, and their dramatically lower cost structures. We have to work toward trade agreements that benefit American workers and consumers and support jobs and growth in our domestic industries. One issue I was focused on during my days as Secretary of Labor was addressing the growing gap between skilled and unskilled workers. Today in our changing economic environment, this gap has unfortunately widened, and as our economy moves forward, the opportunities for lower skilled workers are diminishing. We have to do everything in our power to ensure that these people realize new opportunities, educate our less skilled workers so they can take advantage of the new jobs that are being created. To this end, I believe that we should take steps to improve trade adjustment assistance and continue to make strengthening our community colleges a top priority, and I might add that the Labor Department has estimated that 80 percent of new jobs that are going to be created over the next decade will require postsecondary education. Now, in my conversations with many North Carolinians, I hear concerns about job creation, high energy and health care costs, and our growing trade imbalance. I continue to have confidence that the very forces that stimulate economic growth--tax relief to spur investment, free but fair trade, ever-improving global communications, higher education and training for our workforce, and of course hard work--these forces indeed will put us on a course toward greater opportunity for North Carolina and this Nation. Mr. Chairman, thank you for being here today. I look forward to your testimony and again to working closely with you. Thank you.","Statement","STATEMENT OF SENATOR ELIZABETH DOLE"
"Chairman Shelby","Senator Carper.","Speech"," "
"Senator Carper","Thanks, Mr. Chairman. Welcome. It is good to have you back. Thank you for joining us today and again for your service to our country. I think others have indicated that they have an interest in questioning you on some of these same subjects. I will mention them again. I will be asking you about our savings rate or really our lack of savings or negative savings rate and what you think we are doing right to turn that around and maybe what more we could do or should do. I want to also visit the issue, the interplay between the trade deficit and the budget deficit, and the potential effect of doing the wrong thing or not doing the right thing with respect to interest rates going forward. Playing into the trade deficit, our growing reliance on foreign oil. I think I read the other day that our trade deficit for last year topped out at a little bit more than $700 billion and roughly a third of that is now our reliance on foreign oil. And others have suggested--I think Senator Dole and I believe Senator Sununu have mentioned the regulatory structure for Government Sponsored Enterprises, Fannie Mae, Freddie Mac, and some of our Federal Home Loan Banks--and I understand, I read in a news account that you addressed that in your testimony before the House of Representatives, but I want us to have a chance maybe to talk with you a bit further about that today. And finally, just some general thoughts. Maybe put on your old hat from one of your last jobs about economic policy, and just to talk about some steps we need to take if our country is going to continue to be an economic superpower in this century, what we are doing right and what we are doing wrong, and what we need to do differently, more of or less of. Welcome. Thanks for coming.","Statement","STATEMENT OF SENATOR THOMAS R. CARPER"
"Chairman Shelby","Senator Crapo.","Speech"," "
"Senator Crapo","Thank you very much, Mr. Chairman, and Chairman Bernanke, I welcome you to your first appearance before this Committee. I look forward to many more and appreciate the opportunity we have already had to work together on important issues, and I am certain that the forecast and information that you will give us today will be very helpful to us. I share a lot of the other feelings that have already been expressed to you so I will not repeat them now. There are two issues that I wanted to raise in addition to those, and if I am here when it is time for questions, I will go through this a little more in questions, but I have three hearings going on today, one with a member of the cabinet, one with the U.S. Trade Ambassador, and one with yourself. And they are all going on right now. So if I slip out to try to catch a little bit of one of those other hearings and miss the chance to ask you questions, I wanted to just toss these two things out right now. We are getting very close to a markup on the regulatory reform legislation that we have been working on for several years now, and we are talking, I think, in terms of weeks, not months, before we are going to move forward, and I would like to have some kind of an indication from you as to when the Federal Reserve will be able to give us its comments on the proposals that are out there. So, I just toss that one out to you. And then the second issue is one which you will probably hear me talk to you a lot about as we have opportunities, and that is the question of derivatives. I am very concerned about the potential efforts in this Congress to change the manner in which we regulate derivatives or to impact the manner in which derivatives operate in the economy, and I would like to have your comments on the importance of having a strong, stable, and dynamic derivatives market in this country and what it means to our economy. So, again, in addition to the other issues that we have talked about, those are just a couple specific ones that I would like you to think about. If I am not here to ask questions, maybe we can talk later at a different time. Thank you.","Statement","STATEMENT OF SENATOR MIKE CRAPO"
"Chairman Shelby","Senator Sarbanes.","Speech"," "
"Senator Sarbanes","Thank you very much, Mr. Chairman. I join my colleagues in welcoming Chairman Bernanke before the Committee. I think we had him last year at his nomination hearing in November, and given the schedule, he went to the House first, not by his choice. That was the process, I hasten to add, so that the Members of the Committee do not feel slighted in any way, but actually I want to say just a word about that. We think the Semiannual Report by the Fed is a very important step forward in the transparency and oversight with respect to monetary policy. It was a change that Chairman Greenspan welcomed at the time, and I think I recall we had talked about that, and you indicated very strong support for that process as well. And I think it does give the public a chance on a regular basis for the Fed to come before the Congress and spell out its views with respect to monetary policy and the health of the economy. And Mr. Chairman, I want to thank you for your oversight and focus in that regard. It is clearly important.","Statement","STATEMENT OF SENATOR PAUL S. SARBANES"
"Chairman Shelby","I had a good trainer.","Speech"," "
"Senator Sarbanes","The Federal Reserve has a double mandate, as we all know: Stable prices and maximum employment. And we have seen in recent years that the goals are not inherently in conflict, as some had argued in the past, and we got unemployment down to below 4 percent actually, inflation below 3 percent, and at his hearing, Dr. Bernanke told the Committee, and I quote him, that he ``subscribes entirely to the Humphrey- Hawkins mandate which puts employment growth and output growth on a fully equal footing with inflation in terms of the Federal Reserve's objectives.'' And we look forward to working with him in that regard. I am a little concerned about how sanguine we are about the economy. Paul Volcker not long ago in an editorial in the Washington Post said this about our economy: Under the placid surface, there are disturbing trends, huge imbalances, disequilibria, risks, call them what you will, although the circumstances seem to me as dangerous and intractable as any I can remember, and I can remember quite a lot. Of course, the Commerce Department recently reported that our Nation ran a record trade deficit of over $725 billion last year. Warren Buffett summarized the situation: ``Right now the rest of the world owns  three trillion more of us than we own of them. In my view, it will create political turmoil at some point. Pretty soon, I think there will be a big adjustment.'' And I hope to go into that with Chairman Bernanke when we reach the question period or in subsequent meetings, but we welcome you back before the Committee as Chairman of the Fed, and we wish you well in this new responsibility. Thank you, Mr. Chairman.","Speech"," "
"Chairman Shelby","Senator Bayh.","Speech"," "
"Senator Bayh","Thank you, Mr. Chairman. Welcome, Chairman Bernanke. Just two quick things. First, congratulations on apparently being able to speak in plain English and still not moving the markets. That is quite an accomplishment. Second, I want to follow up on something that Senator Sarbanes mentioned. I am increasingly concerned with some of the global imbalances that are accumulating and their effect not only on our potential economic performance but also on our Nation's security. I am going to save my time for questions, but I would like to delve into that with you later today and perhaps at a later point. Having said that, I have learned from hard experience that we are all here to hear from you, not from me, and so I would just congratulate you and welcome you again.","Statement","STATEMENT OF SENATOR EVAN BAYH"
"Chairman Shelby","If you will put up with us for a few minutes, Mr. Chairman, we have established a quorum, and at this time I would like to move----","Speech"," "
"Senator Sarbanes","Does he have an alternative to putting up with us?","Speech"," "
"Chairman Shelby","I am not going to say. If you will stay put just a few minutes, Mr. Chairman.","Speech"," "
"Chairman Shelby","Chairman Bernanke, your written testimony will be made part of the record. You may proceed. Welcome again to the Committee.","Speech"," "
"Chairman Bernanke","Thank you.","Speech"," "
"Chairman Bernanke","Thank you. Mr. Chairman and Members of the Committee, I am pleased to be here today to present the Federal Reserve's Monetary Policy Report to the Congress. I look forward to working closely with the Members of this Committee on issues of monetary policy as well as on matters regarding the other responsibilities with which the Congress has charged the Federal Reserve System. The U.S. economy performed impressively in 2005. Real gross domestic product increased a bit more than 3 percent, building on the sustained expansion that gained traction in the middle of 2003. Payroll employment rose two million in 2005 and the unemployment rate fell below 5 percent. Productivity continued to advance briskly. The economy achieved these gains despite some significant obstacles. Energy prices rose substantially yet again in response to the increasing global demand, hurricane-related disruptions to production, and concerns about the adequacy and reliability of supply. The Gulf Coast region suffered through severe hurricanes that inflicted a terrible loss of life, destroyed homes, personal property, businesses and infrastructure on a massive scale, and displaced more than a million people. The storms also damaged facilities and disrupted production in many industries with substantial effects on the energy and petrochemical sectors and on the region's ports. Full recovery in the affected areas is likely to be slow. The hurricanes left an imprint on aggregate economic activity as well, seen in part in the marked deceleration of real GDP in the fourth quarter. However, the most recent evidence, including indicators of production, the flow of new orders to businesses, weekly data on initial claims for unemployment insurance, and the payroll employment and retail sales figures for January, suggest that the economic expansion remains on track. Inflation pressures increased in 2005. Steeply rising energy prices pushed up overall inflation, raised business costs, and squeezed household budgets. Nevertheless, the increase in prices for personal consumption expenditures excluding food and energy, at just below 2 percent, remained moderate, and longer-term inflation expectations appear to have been contained. With the economy expanding at a solid pace, resource utilization rising, cost pressures increasing, and short-term interest rates still relatively low, the Federal Open Market Committee over the course of 2005 continued the process of removing monetary policy accommodation, raising the Federal funds rate 2 percentage points in eight increments of 25 basis points each. At its meeting on January 31 of this year, the FOMC raised the Federal funds rate another one-quarter percentage point, bringing its level to 4\1/2\ percent. At that meeting, monetary policymakers also discussed the economic outlook for the next 2 years. The central tendency of the forecast of Members of the Board of Governors and the Presidents of the Federal Reserve Banks is for real GDP to increase about 3\1/2\ percent in 2006 and 3 percent to 3\1/2\ percent in 2007. The civilian unemployment rate is expected to finish both 2006 and 2007 at a level between 4\3/4\ percent and 5 percent. Inflation, as measured by the price index for personal consumption expenditures excluding food and energy, is predicted to be about 2 percent this year and 1\3/4\ percent to 2 percent next year. While considerable uncertainty surrounds any economic forecast extending nearly 2 years, I am comfortable with these projections. In the announcement following the January 31 meeting, the Federal Reserve pointed to risks that could add to inflation pressures. Among those risks is the possibility that to a greater extent than we now anticipate, higher energy prices may pass through into the prices of nonenergy goods and services or have a persistent effect on inflation expectations. Another factor bearing on the inflation outlook is that the economy appears now to be operating at a relatively high level of resource utilization. Gauging the economy's sustainable potential is difficult and the Federal Reserve will keep a close eye on all the relevant evidence and be flexible in making those judgments. Nevertheless, the risk exists that with aggregate demand exhibiting considerable momentum, output could overshoot its sustainable path, leading ultimately--in the absence of countervailing monetary policy action--to further upward pressure on inflation. In these circumstances, the FOMC judged that some further firming of monetary policy may be necessary, an assessment with which I concur. Not all of the risks to the economy concern inflation. For example, a number of indicators point to a slowing in the housing market. Some cooling of the housing market is to be expected and would not be inconsistent with continued solid growth of overall economic activity. However, given the substantial gains in house prices, and the high levels of home construction activity over the past several years, prices and construction could decelerate more rapidly than currently seems likely. Slower growth in home equity, in turn, might lead households to boost their saving and trim their spending relative to current income by more than is now anticipated. The possibility of significant further increases in energy prices represents an additional risk to the economy. Besides affecting inflation, such increases might also hurt consumer confidence and thereby reduce spending on nonenergy goods and services. Although the outlook contains significant uncertainties, it is clear substantial progress has been made in removing monetary policy accommodation. As a consequence, in coming quarters, the FOMC will have to make ongoing, provisional judgments about the risks to both inflation and growth, and monetary actions will be increasingly dependent on incoming data. As I noted, core inflation has been moderate despite sharp increases in energy prices. A key factor in this regard has been confidence on the part of public and investors in the prospects for price stability. Maintaining expectations of low and stable inflation is an essential element in the Federal Reserve's effort to promote price stability, and thus far the news has been good. Measures of longer-term inflation expectations have responded only a little to larger fluctuations in energy prices that we have experienced, and for the most part they were low and stable last year. Inflation prospects are important, not just because price stability is in itself desirable and part of the Federal Reserve's mandate from the Congress, but also because price stability is essential for strong and stable growth of output and employment. Stable prices promote long-term economic growth by allowing households and firms to make economic decisions and undertake productive activities with fewer concerns about large or unanticipated changes in the price level and their attendant financial consequences. Experience shows that low and stable inflation and inflation expectations are also associated with greater short-term stability and output and employment, perhaps in part because they give the central bank greater latitude to counter transitory disturbances to the economy. Similarly, the attainment of the statutory goal of moderate long-term interest rates requires price stability, because only then are the inflation premiums that investors demand for holding long-term instruments kept to a minimum. In sum, achieving price stability is not only important in itself; but it is also central to attaining the Federal Reserve's other mandated objectives of maximum sustainable employment and moderate long- term interest rates. As always, however, translating the Federal Reserve's general economic objectives into operational decisions about the stance of monetary policy poses many challenges. Over the past few decades, policymakers have learned that no single economic or financial indicator or even a small set of such indicators can provide reliable guidance for the setting of monetary policy. Rather, the Federal Reserve, together with all modern central banks, has found that the successful conduct of monetary policy requires painstaking examination of a broad range of economic and financial data, careful consideration of the implications of those data for the likely path of the economy and inflation, and prudent judgment regarding the effects of alternative courses of policy action on the prospects for achieving our macroeconomic objectives. In that process, economic models can provide valuable guidance to policymakers and over the years substantial progress has been made in developing formal models and forecasting techniques. But any model is by necessity a simplification of the real world and sufficient data are seldom available to measure even the basic relationships with precision. Monetary policymakers must therefore strike a difficult balance, conducting rigorous analysis informed by sound economic theory and empirical methods while keeping an open mind about the many factors including myriad global influences at play in a dynamic modern economy like that of the United States. Amid significant uncertainty, we must formulate a view of the most likely course of the economy under a given policy approach while giving due weight the potential risks and associated costs to the economy should those judgments turn out to be wrong. During the 3 years that I previously spent as a Member of the Board of Governors of the Federal Open Market Committee, the approach to policy that I have just outlined was standard operating procedure under the highly successful leadership of","Statement","STATEMENT OF BEN S. BERNANKE, CHAIRMAN BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM"
"Chairman Greenspan","As I indicated to the Congress during my confirmation hearing, my intention is to maintain continuity with this and the other practices of the Federal Reserve in the Greenspan era. I believe that with this approach, the Federal Reserve will continue to contribute to the sound performance of the U.S. economy in the years to come. Thank you, Mr. Chairman.","Speech"," "
"Chairman Shelby","Mr. Chairman, we are in our last few minutes of a vote on the floor. We are going to recess and we will probably be back in 15 or 20 minutes, soon as we can get here. The hearing will stand in recess.","Speech"," "
"Chairman Shelby","The hearing will come back to order. Mr. Chairman, some Fed watchers speculate that the Federal Open Market Committee may--may--continue to increase its Federal funds rate target to 5 percent while others seem to believe that 5.5 percent may be likely. Do you regard either of these speculations regarding the level as more likely than the other giving the FOMC forecast that you have outlined today?","Speech"," "
"Chairman Bernanke","Mr. Chairman, as I mentioned, in the statement following the January 31 meeting, the Committee pointed to some potential pressures on inflation and suggested that some additional firming may be necessary. However, as you know, it is still about 6 weeks until the next FOMC meeting.","Speech"," "
"Chairman Shelby","You will have to examine the data at that----","Speech"," "
"Chairman Bernanke","We will be examining the data as it comes in and, of course, my colleagues and I will have an extensive discussion and we will be thinking about both our inflation mandate and our full employment mandate as we make our decision.","Speech"," "
"Chairman Shelby","To what extent, Mr. Chairman, does the Federal Open Market Committee consider the long-term interest rate in pursuing changes to the Federal funds rate? For example, would the FOMC continue raising the Federal funds rate even if the yield curve remains inverted in the months ahead and will that be a factor or is that bothersome to you, the inverted yield?","Speech"," "
"Chairman Bernanke","Mr. Chairman, the inversion of the yield curve is due to a number of different factors which have different implications for policy.","Speech"," "
"Chairman Shelby","But historically they meant something? Senator Bunning alluded to that earlier.","Speech"," "
"Chairman Bernanke","That is true that historically an inverted yield curve has often predicted slowing economic activity. That relationship seems to have weakened in the past 15 years or so.","Speech"," "
"Chairman Shelby","Why?","Speech"," "
"Chairman Bernanke","Well, one of the reasons, as we looked into it, is that the inverted yield curve is more likely to be indicative of coming slowing when interest rates in general are high, when real rates in general are high, because when real rates in general are high, that tends to restrain activity. We have an inverted yield curve at this point. It is due to a number of factors which I can go into, if you are interested, but the short-term, real interest rate is in a fairly normal range and the long-term real interest rate is actually relatively low historically speaking. So we are not overly concerned about the implications of the inverted yield curve for future economic activity.","Speech"," "
"Chairman Shelby","Mr. Chairman, your testimony also notes the possibility of some risk which could add to inflationary pressures such as high energy prices feeding into the prices of nonenergy goods and services. Your testimony further notes the risk to our economy due to a slowing housing market you reference. What would be the impact on the economy if both of these effects materialize to a greater degree than is currently anticipated? How would the Federal Reserve be likely to respond to such a scenario if you found the pressure there from a double hit?","Speech"," "
"Chairman Bernanke","That would be a difficult situation because, on the one hand, higher energy prices would put pressure on inflation, but higher energy prices would also hurt consumer budgets and would probably or could possibly lead consumers to spend less. Together with weakening of the housing market, which might also lead to a higher savings rate and slower consumption spending, we would be in a situation with pressures in both directions, and I cannot really offer much more guidance other than to say that we would have to weigh the relative severity of the two risks.","Speech"," "
"Chairman Shelby","If they were to come about?","Speech"," "
"Chairman Bernanke","If they both were to come about, and then try to manage those risks in a way that would give us the best outcome.","Speech"," "
"Chairman Shelby","You reference further in your testimony your thoughts on global savings glut, with this glut being part of the reason that the real interest rate in global markets is low. In other words, there is a lot of money out there. How does this factor into the Federal Reserve's growth projections and how would you envision economic events unfolding to bring returns back to more historical normal levels?","Speech"," "
"Chairman Bernanke","Well, we were just discussing the relatively low level of long-term real interest rates. I think one of the factors relevant to the long-term, low, real interest rates is that there is a lot of savings coming into the global capital market, from emerging market economies and from oil producers, which is looking for returns. I think that over time, as the global economy continues to grow and as those economies find more investment opportunities in their domestic economies, that some of this global savings glut may begin to dissipate, but I think that is likely to be a relatively gradual process.","Speech"," "
"Chairman Shelby","Yesterday, did the market behavior reflect an accurate interpretation of the Federal Reserve's report and your comments? Do you think it is a good outcome when markets receive enough signals to know what to expect about monetary policy? Is that a prediction?","Speech"," "
"Chairman Bernanke","We are trying, and we have been for some time trying, to be transparent and as clear as we can about our strategy, our objectives, and our approach, and one of the implications of that has been that interest rate moves have been highly predicted by the markets, and I think, as a general matter, that is good. It reduces volatility in financial markets and makes policy actually more effective.","Speech"," "
"Chairman Shelby","Senator Bunning.","Speech"," "
"Senator Bunning","Thank you, Mr. Chairman. I would like to go back to the inverted yield curve for a minute. You were a professor at this time. Maybe you remember this at Princeton. In 1989, if I am wrong, I think you were a professor at Princeton.","Speech"," "
"Chairman Bernanke","Yes, sir.","Speech"," "
"Senator Bunning","In 1989, even as the economy slowed, the Fed continued to raise interest rates, and we had a recession. The signs of the economic problems were ignored. Yesterday, you stated that the inverted yield curve was ``not signaling'' a slowdown. Those were your words--``not signaling.'' But in recent economic history, the inverted yield curve has predicted a recession, not just sometimes, but almost every time. Now, the Fed has pushed interest rates to the highest level in 4\1/2\ years. The January rate hike was the 14th consecutive 25 basis point move since the Fed began raising interest rates in June 2004. You said you think we are not facing a downturn because interest rates are lower now than in past inversions. Do you have any other reason to think that this inverted yield curve is not a warning, any other reason, other than we started lower?","Speech"," "
"Chairman Bernanke","Yes, Senator. As I was indicating in my testimony, we look at a wide variety of indicators. We do look at the structure of interest rates and other financial asset market prices, but we also look at a wide variety of indicators in the real economy, and we are seeing very low unemployment insurance claims, for example, and we are seeing strong retail sales. We are seeing increased industrial production. My comments notwithstanding about slowing of the housing market, the level of activity in housing construction remains strong, and so the economic expansion appears still to be on a solid track. When we make policy, we have to think not only about all these indicators, but we also have to think in terms of a forecast. We look ahead and try to think where the economy is likely to be at a period 6 months, a year, 18 months in the future, and based on that forecast and the risk to that forecast, we try to pick the best policy.","Speech"," "
"Senator Bunning","You know as well as I do that normal everyday citizens do not borrow at the Fed funds rate, but about a 300 basis point markup from that. So if Fed funds get to 5\1/2\ percent, the prime rate for borrowing would be about 8\1/2\ percent. I do not know too many Americans that can borrow at 8\1/2\ percent on prime rate. Most Americans pay prime plus. So we are getting to the point, if the Fed moves two more times, and Fed funds increase 25 basis points and 25 basis points, we are to that point, eight plus on prime. Do you find that disturbing to the economy or would that be just normal for our economic outlook?","Speech"," "
"Chairman Bernanke","Well, Senator, again, the choices we make will be conditioned on our views of where the economy is going and what interest rates are needed to give us the best combination of growth and low inflation. The interest rates we currently see are in some cases historically low. Take mortgage rates, for example; they are about 6\1/4\ percent right now which is relatively low historically. It is not really a question of comparing it to rates at another period of time, but rather asking, given those rates, what will be the level of activity in the economy? Will we be on a path that is strong and sustainable going forward? So we will try to do our very best to get the best outcome we can for the American people.","Speech"," "
