"Speaker","Speech"
"Chairman Dodd","And you have the authority to do that? You don't need any action by Congress to do that, is that correct?"
"Mr. Bernanke","We don't need action, but we do--we are using the 13(3) authority, which requires us to make a finding of unusual and exigent circumstances. So we would have to continue to believe that financial markets were in essentially still some distance from normal operation. If they are in normal operation, then it would be more difficult for us to justify such action."
"Chairman Dodd","Well, I appreciate the answer on that. Let me go back--and I appreciate the steps, again, you have taken on dealing with credit cards and dealing with the residential mortgage market and steps, so don't misunderstand what I am saying in terms of what you have responded to. Obviously, a crisis was emerging here. But there is a history at the Fed which is deeply troubling to me when it comes to consumer protection. You go back, if you will, in 1975 with the FDC Act, which gave the authority to the Fed to deal with protecting consumers from unfair and deceptive practices. Even as late as 2001, when the FDIC and the OCC wrote to the Fed urging that there were problems out there, that they needed to step up, the Fed didn't respond to it. We have all talked about--I listened to Jim Bunning. Even last week, we talked about the 1994 Act, the HOEPA legislation. In that, we went 14 years before the Fed, under your leadership, stepped up and responded to that situation with a series of regulations dealing with the residential mortgage market. There seems to be a pattern of behavior by the Fed over the years that would lead us up here to be concerned about whether or not this is just a momentary response to a crisis that is in front of us, to step up, rather than the kind of consistent behavior that we would depend upon the Federal Reserve to act when it comes to consumer issues that have been hammered by the problems in the residential mortgage market as well as in some of these consumer products. Give me a reason why you think this is something I should be less concerned about, given this pattern of behavior."
"Mr. Bernanke","Mr. Chairman, I understand your concern entirely. It is not literally true the Federal Reserve was inactive. We did take steps. We did invoke HOEPA authority to broaden the scope of high-cost loans, for example. But we were not quick enough and we were not aggressive enough to address consumer issues earlier in this decade. I agree with that. So I think what we have demonstrated in the last few years is we have the capacity. We have the ability. We have the expertise, the range of abilities, and the complementarity with our other activities to be effective when we are working in that direction. So my recommendation to you to consider, Mr. Chairman, would be to ask whether there are steps that could be taken that would strengthen the commitment of the Federal Reserve so that it would be strongly committed to this area in the future, and a few suggestions I would make. One would be to put consumer protection in the Federal Reserve Act along with full employment and price stability as a major goal of the Fed. The second step could be to require the Chairman to come before you or another committee at least once a year, present a report in the same way that we do for monetary policy, on our consumer protection steps. Adopt a system of hearings or sufficiency reviews that would allow the public to see what steps the Fed was taking and provide input to make sure that actions were being adequately taken in addressing problems. And yet another possibility would be to upgrade and strengthen the Consumer Advisory Council, which was created by Congressional action, to give it a higher, stronger status and an ability to meet with the Board on a regular basis. So I think there are steps that could strengthen the institutional framework that would address your legitimate concern about the long-term commitment of the Fed to this particular area."
"Chairman Dodd","Let me quickly jump last to this issue involving the power the Fed presently has over the bank holding companies. And again, all of us here, we go back to our respective States and we get an earful on a daily--hourly-- basis about the unwillingness of these lending institutions to provide the necessary credit at a critical time, when businesses are out there asking for it and demanding it and there just seems to be no response at all. Now, we can jawbone on the issue, but the Fed has the power here to really exercise some greater influence. Why is that not happening? Why aren't we getting more support in order to demand that these institutions start being far more responsive to the demands of industry and business out there that are relying on these institutions to expand and grow and help recover?"
"Mr. Bernanke","Well, Mr. Chairman, I think the first order of business last fall was to avert essentially the collapse of the system, and that was a very important step and we did achieve that and the system now appears to be much more stable. It is still very challenged. Banks--some banks are still short of capital. Other banks are concerned about future losses. They are concerned about the weakness in the economy and the weakness of potential borrowers. So there are legitimate concerns that banks have. That being said, the Fed and the other bank regulators have been very clear that banks should be making loans to creditworthy borrowers, that it is in their interest, the banks' interest, as well as in the interest of the economy, and we are working with banks to make sure they do that. I think that we are seeing improvement over time. We are seeing some stabilization in the terms and standards that banks are applying to borrowers. And I suspect we will see some continued improvement. But we understand that issue and we are trying as best we can to support bank lending through measures such as the TALF, which we already discussed."
"Chairman Dodd","I thank you. And I would hope, by the way, on the TALF decision, you might make that earlier rather than waiting until late fall on that. If you are going to extend the TALF, I think that it would be helpful for the institutions to know whether or not that is going to happen earlier rather than later."
"Senator Shelby",""
"Senator Shelby","Thank you, Chairman Dodd. Chairman Bernanke, I believe myself that monetary police decisions by the Fed should be kept outside of political considerations, independently. That said, it often seems that the Fed holds a very expansive view of its activities that it considers to be monetary policy actions. I assume this is done in an effort to expand the range of things subject to limited Congressional oversight. Would you support an independent review, perhaps by the GAO, so that we can establish a clear line as to what must be kept independent and what should get more scrutiny?"
"Mr. Bernanke","Our general view is that the Congress should have the ability to oversee all aspects of our operations, including whether or not we have the appropriate financial controls, whether we are lending on a good basis of collateral, and so on, and so we would be willing to work with you on that. We do think that the Congress has the right to see how we are using taxpayer money. Where we are concerned is that the Congress would be intervening in our specific policy decisions relating to monetary policy in the economy. So----"
"Senator Shelby","And I understand that."
"Mr. Bernanke","So yes, we are quite willing to work with Congress to try to figure out exactly where the line should be. And outside the area of policy determination, we are quite open to working with you and the GAO to determine appropriate scope of oversight."
"Senator Shelby","Mr. Chairman, your monetary policy report notes rather casually that, quote, ``nontraditional monetary policy actions employed by the Federal Reserve since the onset of the current episode of financial turmoil have resulted in a considerable expansion of the Federal Reserve's balance sheet,'' end quote, from $918 billion at the end of 2007 to over $2 trillion last week. By categorizing these as, quote, ``nontraditional monetary policy actions''--good choice of words--are you suggesting that actions by the Fed that have more than doubled the size of the Fed balance sheet are beyond Congressional scrutiny?"
"Mr. Bernanke","I think that all----"
"Senator Shelby","You see where we are coming from."
"Mr. Bernanke","Yes, I see, Senator Shelby. So we have already--the GAO has already been given access to the rescues. The GAO already has access to the TALF, which is a major program. And I think it would be--we would be willing to extend GAO access to any extraordinary program with the focus being on our operational integrity and making sure we are protecting the taxpayers' money. Where we are nervous is when the GAO begins to second-guess our monetary policy decisions per se. But in terms of safeguarding the taxpayers' money, in terms of making sure that the operations are well maintained, all those things, I think, are appropriate for Congress to oversee."
"Senator Shelby","I would like to get into something you have talked about on the House side on a number of occasions, but I don't believe over here yet. That is the Bank of America- Merrill Lynch merger. What really went on between you, former Secretary Paulson, and Mr. Lewis, the former--I guess he is still currently the CEO of Bank of America? There has been a lot said, a lot of charges both ways, some that you and Secretary Paulson threatened Mr. Lewis. I think you basically said that you didn't. But I would like to hear in your own words what went on there, because that controversy has not gone away yet."
"Mr. Bernanke","Well, Chairman Frank yesterday said he saw no villains in the story and I don't think there is anybody who-- in that story who did not behave appropriately and in their appropriate role. You should remember that the way this became even an interest of Congress was the report from Attorney General Cuomo that Mr. Lewis had said that we had--we, the Secretary and I-- had urged him not to disclose material which he was supposed to disclose under SEC rules. He later clarified under oath that no one had done that, that there had been no such urging not to do appropriate disclosures and that he had been solely in control of his own disclosure decisions. So that eliminated the only issue that had any legal consequences, as far as I can see. Nevertheless, the Committee proceeded to collect e-mails and materials and to look for whatever possible problems they could find. In fact, as I have said in my testimony, we were dealing with a very difficult situation where we, on the one hand, we wanted to make sure that we respected the rights of Mr. Lewis and his shareholders. On the other hand, we wanted to make sure that the financial system was stabilized and protected. I think that we achieved that. We did that in a way that was fully legal and fully ethical and in which Mr. Lewis also performed his necessary fiduciary responsibilities with respect to his company and the outcome has been very successful, I think, that both companies have been stabilized. There has been--Merrill Lynch has been contributing to the profits of Bank of America. The overall financial system has been stabilized, and so I think the outcome was successful and I don't think that there is anyone who violated any law or broke any ethical code, as far as I can see."
