"Speaker","Speech"
"Chairman Reed","Thank you, Senator Crapo. I think you have illustrated the challenges ahead very well in terms of that balance. Senator Bennet, do you have an opening statement?"
"Senator Bennet","I do not, Mr. Chairman. Thank you for holding the hearing, and I am very appreciative that the witnesses are here."
"Chairman Reed","Senator Johanns, do you have an opening statement?"
"Senator Johanns","I do not. I am ready for witnesses."
"Chairman Reed","Thank you very much. Let me at this juncture introduce our witnesses. We are very pleased to be joined today first by the Honorable Mary Schapiro, Chairman of the Securities and Exchange Commission. Prior to becoming SEC Chairman, she was CEO of the Financial Industry Regulatory Authority, FINRA, the largest nongovernmental regulatory for all securities firms doing business within the United States. Chairman Schapiro previously served as a Commissioner of the SEC from December 1988 to October 1994 and then as Chairman of the Commodity Futures Trading Commission from 1994 until 1996. Thank you, Chairman. Next is the Honorable Gary Gensler. Gary Gensler is the Chairman of the Commodity Futures Trading Commission. He previously served at the U.S. Department of the Treasury as Under Secretary of Domestic Finance from 1999 to 2000 and as Assistant Secretary of Financial Markets from 1997 to 1999. Prior to joining the Treasury, Chairman Gensler worked for 18 years at Goldman Sachs, most recently as a partner and cohead of finance. Our third witness is Ms. Patricia White, Associate Director of the Federal Reserve Board's Division of Research and Statistics. Ms. White has oversight responsibilities for sections that analyze risk and process microeconomic data, and she has participated in domestic and international working groups on central counterparties, securities settlement, and financial regulation. I very much thank all of you joining us here this afternoon, and, Chairman Schapiro, would you begin your testimony?"
"STATEMENT OF MARY L. SCHAPIRO, CHAIRMAN, SECURITIES AND EXCHANGE COMMISSION",""
"Ms. Schapiro","Thank you very much, Chairman Reed. Mr. Chairman, Ranking Member Bunning, and Members of the Subcommittee, I am very pleased to have this opportunity to testify on behalf of the Securities and Exchange Commission concerning the regulation of over-the-counter derivatives. The severe financial crisis that has unfolded over the last 2 years has revealed serious weaknesses in the structure of U.S. financial regulation. One of these gaps is the gap in regulation of OTC derivatives, which under current law are largely excluded or exempted from regulation. The current regulatory framework has permitted certain opaque securities-related OTC derivatives markets to develop outside of investor protections afforded by the securities laws. The SEC is committed to working closely with this Committee, the Congress, the Administration, and our fellow regulators to close this gap and restore a sound structure for U.S. financial regulation. I am pleased to be able to report to you that U.S. regulatory authorities have reached a broad consensus on the pressing need for a comprehensive regulatory framework for OTC derivatives. This consensus covers all of the basics of sound financial regulation in the 21st century, including record keeping and report requirements, appropriate capital and margin requirements, transparent and efficient markets, clearing and settlement systems that monitor and manage risk, business conduct and disclosure standards to protect the interests of market participants, and vigorous enforcement against fraud and other wrongdoing. The SEC is also strongly supportive of ongoing initiatives to promote the standardization and central clearing of OTC derivatives. The SEC, working in closing consultation with the Board of Governors of the Federal Reserve System and the Commodity Futures Trading Commission, and operating under the parameters of the current legislative structure, already has taken a number of actions to help further centralized clearing for OTC derivatives, including providing temporary conditional exemptions for three central counterparties to begin centrally clearing credit default swaps. More needs to be done, however, and in building a new regulatory framework for OTC derivatives, it is vital that the system be designed to protect the public interest, manage systemic risk, and promote capital formation and general economic welfare. Treasury Secretary Geithner's May 13th letter to the congressional leadership outlined the Administration's plan for establishing a comprehensive framework for regulating OTC derivatives. Multiple Federal regulatory agencies will play critical roles, including those represented here today. In fashioning a regulatory framework for OTC derivatives, it is crucial to recognize the close relationship between the regulated securities and futures markets and the now mostly unregulated markets for OTC derivatives. For example, with respect to the securities markets, when an OTC derivative references an issuer of securities, such as a public company or a security itself, it can be used to establish synthetic long or short exposures to an underlying security or group of securities. In this way, market participants can replicate the economics of either a purchase or sale of securities without purchasing or selling the securities themselves. Because market participants can use these securities-related OTC derivatives to serve as synthetic substitutes for securities, the markets for these OTC derivatives are interconnected with the regulated securities markets. Moreover, the markets for these securities-related OTC derivatives implicate the policy objectives for capital markets that Congress has set forth in the Federal securities laws, including investor protection, the maintenance of fair and orderly markets, and the facilitation of capital formation. For this reason, it is important that Congress carefully consider whether securities-related OTC derivatives should be subject to the Federal securities laws so that the risk of arbitrage and manipulation is minimized. And, certainly, a similar analogy can be made to the futures markets by the CFTC. My goal today is to assist the Congress in its efforts to craft legislation that empowers the respective regulatory authorities to do their jobs effectively and cooperatively. I am confident that, working together, we will meet the challenge that is so important to the financial well-being of individual Americans. I would be pleased to answer your questions. Thank you."
"Chairman Reed","Thank you very much, Chairman Schapiro."
"Chairman Gensler STATEMENT OF GARY GENSLER, CHAIRMAN, COMMODITY FUTURES TRADING COMMISSION",""
"Mr. Gensler","Chairman Reed, Ranking Member Bunning, other Members of the Subcommittee, thank you for inviting me here to talk to you today about the over-the-counter derivatives market. I would like my full testimony to be entered into the record, if that is all right. I, too, am speaking on behalf of the full Commission. I believe we must urgently move to bring the over-the- counter derivatives marketplace under regulation, and there are four key objectives in accomplishing this goal. One is to lower systemic risk. Two, we need to provide the transparency and efficiency to these markets that we believe we have in our securities and futures and options markets. Three, we need to ensure integrity in these markets, preventing fraud, manipulation, and other abuses. And, four, we need to protect the retail public in these markets as we do in other markets we oversee. Meeting these objectives will also require close coordination between the CFTC, SEC, and other Federal regulators. Senators, I believe that we must establish a regulatory regime that governs the entire over-the-counter marketplace, no matter who is trading them, what type of derivative is traded, whether it is standardized, tailored, or highly customized. I think this should include interest rate product, currency product, commodity product, equities product, credit default swaps, and those swaps that we have not yet thought of that are just a blip on the horizon. As the Administration laid out in its May 13th letter, I believe this can best be accomplished with two complementary regimes: one to regulate the derivative dealers, or the actors, so to speak; and another regime to regulate the big market functions, or the stages upon which the actors perform their duties. For the dealers in this marketplace--the large financial institutions--we should set capital standards and margin requirements to help lower the risk in the system. We should set business conduct standards to make sure that the market is free from fraud, manipulation, and other abuses. And, third, we should set record keeping and reporting, with audit trails, so that we have transparency. So lower risk, promote market integrity, and enhance transparency. But I think this dealer regime will not really be enough. It is important, and it gets all the markets customized and standardized. We can further lower risk by having central clearing on standardized products, and also bringing the standardized products onto regulated trading venues, whether they be full exchanges or electronic platforms. This will lower risk and further enhance transparency. To fully achieve these objectives, we must enact both of these complementary regimes. Regulating both the traders and the trades will ensure that we cover both the actors and the stages upon which they create the significant risks. I am fortunate to have a partner in this effort in SEC Chair Mary Schapiro. She brings invaluable expertise that gives me great confidence that we will be able to work together on what is bound to be many challenges moving forward. We will also work together to advise Congress and the rest of the Administration on how we can best harmonize some of the rules between the securities and futures world and cover gaps in our regulatory oversight. President Obama has called for action to strengthen market integrity, lower risk, and protect investors, and I look forward to working with Members of this Committee and others in Congress to accomplish this goal. I thank you again for the opportunity to testify, and I look forward to answering any of your questions."
"Chairman Reed","Thank you very much, Chairman Gensler."
"Ms. White STATEMENT OF PATRICIA WHITE, ASSOCIATE DIRECTOR, DIVISION OF RESEARCH AND STATISTICS, BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM",""
"Ms. White","Chairman Reed, Ranking Member Bunning, and other Members of the Subcommittee, I appreciate this opportunity to provide the Federal Reserve Board's views on the development of a new regulatory structure for the over-the-counter, or OTC, derivatives market. The events of the last 2 years have demonstrated the potential for difficulties in one part of the financial system to create problems in other sectors and in the macroeconomy broadly. Centralized clearing of standardized OTC products is a key component of efforts to mitigate such systemic risk. The Board believes that moving toward centralized clearing for most or all standardized OTC products would have significant benefits. If properly designed and overseen, central counterparties, or CCPs, offer an important tool for managing counterparty credit risk. The benefits from centralized clearing will be greatest if CCPs are structured so as to allow participation by end users within a framework that ensures protection of their positions and collateral. Infrastructure changes in OTC markets will be required to move most standardized OTC contracts into centralized clearing systems. Such changes include agreement on key terms that constitute standardization and development of electronic systems for feeding data to CCPs. For their part, CCPs must have in place systems to manage the risk from this new business. Of particular importance are procedures to handle defaults because OTC products are likely to be less liquid than the exchange-traded products that CCPs most commonly handle. Although implementation challenges no doubt lie ahead, the Board will work to ensure that these challenges are addressed quickly and constructively. Major dealers have committed to making improvements in back-office systems that are important prerequisites for centralized clearing. Dealers also have committed to clearing standardized OTC products, and they will be expected to demonstrate progress on this commitment even as the broader regulatory reform debate evolves. Substantial progress in improving the transparency of the credit default swap, or CDS, market occurred with the creation of the Trade Information Warehouse, a contract repository that contains an electronic record of a large and growing share of CDS trades. The Board supports creating contract repositories for all asset classes and requiring a record of all OTC derivative contracts that are not centrally cleared to be stored in these repositories. Aggregate data on volumes and open interests should be made public by repositories, and more detailed data should be made available to authorities to support policy objectives related to the prevention of manipulation and systemic risk. Although the creation of CCPs will provide an important new tool for managing counterparty credit risk, enhancements to risk management for individual market participants will continue to be a high priority for supervisors. If the reforms outlined here are implemented, the firms currently most active in bilateral OTC markets will become the firms most active as clearing members of CCPs. As such, the quality of their internal risk management is important to the CCP. Supervisory efforts are already underway to improving collateralization practices and to examine whether the current capital regime can be improved. Policy issues associated with OTC derivatives are not limited to the United States. The markets are global, and issues are unlikely to be fully addressed without international coordination. Much work must be done, but with effective oversight by supervisors, prudent risk management by end users and dealers, and appropriate changes in the regulatory structure, derivatives can continue to provide significant benefits to businesses and investors who use them to manage financial market risks. Thank you very much. I look forward to answering your questions."
"Chairman Reed","Thank you very much. This is an issue of great complexity and great importance, and so this is the beginning of a process, I think, not the conclusion of one, in trying to determine what Congress must do and will do to provide adequate regulation for a complicated part of our financial markets. Let me begin by saying that one aspect that we have to get right is to cover the whole waterfront, if you will, to make sure that there are no gaps, that there is an effective and efficient way to do this, and I wonder if all of you in turn could give your comments about how we ensure there is a comprehensive approach, that we don't create these areas where there is an opportunity to operate outside of the framework. We will start with Chairman Schapiro."
"Ms. Schapiro","Thank you very much, Mr. Chairman. I agree with you completely that it is really important that as we seek to solve the existing gaps, we not create any additional ones. So I think there are several mechanisms for that. The first is to encourage and use the tools like capital and margin, standardization and central clearing, to the greatest extent possible and even encourage exchange trading of currently OTC derivatives. That will give us, as Chairman Gensler said, some control over the stage and it will allow us to have a centralized view of what is happening in these markets and the benefits of capital and margin requirements with respect to those institutions. But it is also critically important that we have regulation of the dealers who participate in the marketplace, meaning, in my view, registration, capital requirements, margin requirements, record keeping, reporting to regulators, reporting at least aggregated information to the public, and very tight risk management processes within the dealers, including governance, risk controls, trading limits, all of the things we would normally think about as being important for dealers to control the risks that they are undertaking. I also think that whether we have a systemic risk regulator at the end of this process or a council or a combination as in the Administration proposals, it will be very important for the regulators to share as much information on a continuing basis as possible so that as new products are being developed, and I am sure that as we sit here, somebody is developing a new product that perhaps falls between the regulators' current authorities, that we know about those products as quickly as possible, understand their implications for the system, and bring them under the Federal regulatory umbrella, either by moving that into a central clearinghouse or exchange platform or through the regulation of the dealers who participate in those transactions on a bilateral basis."
"Chairman Reed","Thank you."
"Chairman Gensler",""
"Mr. Gensler","I think that Chair Schapiro summed it up well, but I think, if I might say, one of the great lessons out of this financial crisis is that we had large financial institutions that were, by and large, outside of the regulatory regime. I mean, some had ineffective Federal oversight, but AIG is Exhibit A, and I think, frankly, the derivative dealers that were affiliated with Lehman and Bear Stearns and others were only modestly regulated. I think we all now feel we have to bring them under regulation. By regulating the dealers, we get nearly 100 percent of the marketplace. It would be possible to be outside this regulation. Senator, if you and I entered into a derivative contract, neither one of us is a dealer. But any dealer that holds themselves out to the public and offers these types of transactions, I think we can lower risk by having the capital and margin requirements, and increase transparency with record keeping reporting. We can let the tens of thousands of users of these products take greater comfort by regulating the stages, or moving the standard products onto exchanges and onto central clearing while at the same time recognizing there will still be some tailored products. There could be an airline company that needs a certain grade of jet fuel delivered in a certain location on a certain day. That would still be regulated because the dealer offering that product would have to put aside capital and margin and not participate in manipulation and fraud. Accordingly we allow some customization so the tens of thousands of users could still use those products."
"Chairman Reed","Well, thank you. In Senator Crapo's comments and your comments, there seems to be a range of real economic arrangements. I mean, there is a specific thing. They need the fuel on a certain day. They are hedging a certain price. And there is a whole category, as Chairman Schapiro said, of synthetics that are mimicking the Dow, that are more sort of the creations and almost an infinite supply of them. Is that one dimension that you would consider in terms of putting items on an exchange?"
"Mr. Gensler","I believe, Mr. Chairman, that anything that a clearinghouse would accept for clearing under prudent risk reduction should be accepted for clearing as standardized. The regulators could also be given authority, working with Congress, to list additional contracts as standardized such as a high-volume product or similar product, so that customization it is not just used to avoid centralized clearing. I also believe that those products that are not on central clearing and not on exchanges are by their definition less liquid and thus should appropriately have higher capital or margin requirements. So if a dealer wants to retain that customized product, it might have to meet higher capital requirements or require higher margin from their customers."
"Chairman Reed","Chairman Schapiro."
"Ms. Schapiro","I would just add to that that one of the benefits of higher capital and margin might be to encourage more transactions into central clearing or onto exchanges. But I do think the challenge will be standardization and how do we achieve a significant proportion of this market moving into central clearing. There was clearly a need for customized bilateral transactions, as Senator Crapo has said and as Chairman Gensler has mentioned. The key thing is that they be brought into the regulatory umbrella through the regulation of the dealers and that there is adequate margin for those positions and adequate capital on behalf of the dealers, and again, the regulators have the ability to see what is happening between counterparties."
"Chairman Reed","Before I recognize Senator Bunning, Ms. White, do you have a comment?"
"Ms. White","The Board has been focusing on the aspects of the market that relate to systemic risk and how to fill gaps there, and in particular what infrastructure would be helpful. One thing we would like to point to is the creation of Trade Information Warehouses for all asset classes and all contracts. That will provide an important base of knowledge for the authorities as they try to evaluate what is standardized enough to next move into a cleared environment. In addition, I would want to add that in terms of gaps, it is important to keep in mind that these are really international markets and we are going to need a lot of international coordination to make sure all the gaps are filled."
"Chairman Reed","Thank you very much."
"Senator Bunning",""
"Senator Bunning","Thank you, Mr. Chairman. As I said in my statement, I think similar activities should be regulated the same way by the same regulator. In other words, we need just one regulator for derivative products. Do you agree or disagree with that statement? Go right ahead."
"Ms. Schapiro","Thank you. I think my greater concern than having a single regulator for all derivative products is disconnecting securities-related derivatives from securities markets, because as I go on to probably in too great length in my written statement, the concern is that you can create a synthetic securities position utilizing derivative products that are intimately tied to the securities markets for which we have primary concern. They are important for capital formation. They are important to millions of investors in the United States. And so the impact that these securities derivatives can have on the primary securities market is a concern that I would hate to see be decoupled. It has been, as many derivatives have been decoupled from their primary markets over the last 15 or 20 years or so. But I think, to me, that is the more important linkage, is between the securities derivatives and the securities markets, and the same would be true for the markets that CFTC regulates."
"Senator Bunning","Go right ahead."
"Mr. Gensler","Well, I think, Senator, you raise a very important point. We have two market regulators--the securities and options markets that the SEC regulates and the futures markets that the CFTC regulate. Now we are bringing this market of derivatives, hopefully, with Congress' help, under regulation. Derivatives have a lot of attributes of securities and a lot of attributes of futures. In some cases derivatives have more attributes toward futures on those products, I think we have broad agreement, that they would be best regulated by the CFTC. Some are far more similar to securities and can clearly influence the markets for an individual company's stock or be used in insider trading. That would really be an area where the SEC can best protect the investor. So I think working together and with this Committee and Congress as a whole, we aren't going to leave any gaps, but recognize that these derivatives have attributes sometimes more similar to securities and sometimes more similar to futures. Under your basic concept----"
"Senator Bunning","Well, I am trying to prevent any from slipping through the cracks."
"Mr. Gensler","And we, I think, both agree with that goal, and I think we can achieve that goal together."
"Senator Bunning","Ms. White, does the Fed have some opinion on this?"
"Ms. White","The products in the market have a lot of diversity to them and both the CFTC and the SEC will bring different skills to the regulatory oversight of those products. For the Board, what is most important is that we try to avoid jurisdictional overlaps and harmonize the treatment of products."
"Ms. Schapiro","Senator, if I could just add one point there----"
"Senator Bunning","Go ahead."
"Ms. Schapiro","I think that where you have products that are effectively economic substitutes for each other under the jurisdiction of different regulators, it is really critical that we work as closely as we can to try to harmonize our regulatory regimes."
"Senator Bunning","But isn't that where we failed in the last 15 years?"
"Ms. Schapiro","Well, except that with respect to most over- the-counter derivatives, they have been exempted from or excluded from virtually all regulation."
"Senator Bunning","But that is because we have had two Chairmen of the Federal Reserve who said to us at the Banking Committee that they shouldn't be regulated. I can go back and get you the testimony----"
"Ms. Schapiro","Oh, I am sure that is right. That is certainly not the position of the Securities and Exchange Commission. We believe that these products absolutely should be regulated and need to be regulated effectively because of the impact that they can have on the economy broadly, but also on particular markets, like the equity market."
"Senator Bunning","There seems to be agreement that all derivatives need to be reported to someone. Who should the trades be reported to, and what information is necessary to be reported, and is there any information that should not be available to the public? Anybody?"
"Mr. Gensler","Senator, I think that we need to bring a great deal more transparency to the markets, and I think this will actually lower the pricing for the tens of thousands of users. What we have found over many decades is that when you have greater transparency, markets are more efficient. All of the products that dealers trade in should be reported into a central trade repository that regulators can monitor so that we can police for fraud and manipulation. The public should also get to see anything that could be on an exchange or a trading platform. I fully subscribe to what Secretary Geithner's letter says. There should be a real-time reporting, a development of sort of like a consolidated tape very similar to what is in the over-the-counter bond market----"
"Senator Bunning","What do we do about the derivative or credit default swap or that individual, personalized hedge? Use Delta Airlines as an example and the delivery at a certain date at a certain price and that personalized derivative that they use for hedging against the market."
"Mr. Gensler","I believe, sir, that that should be reported to all the regulators and certainly aggregated in the aggregate positions by underlying commodity. In that way, jet fuel derivatives should be reported to the public. I think working together, we have to think through whether that should also be part of this consolidated tape or whether there are some that would be so unique that the commercial attributes of, as you said, Delta Airlines might be put at risk. But they, I believe, should be----"
"Senator Bunning","I think----"
"Mr. Gensler","----aggregated in part, seen clearly by the regulators, and possibly be part of the consolidated tape."
"Senator Bunning","I can't see how Delta Airlines would be put at risk if they are smart enough to hedge against the market's advance in future oils or future jet fuel or whatever it might be----"
"Mr. Gensler","Right, and in that case, I would recommend that it be part of that consolidated tape. But I recognize there may be some transactions----"
"Senator Bunning","Thank you, Mr. Chairman."
"Chairman Reed","Thank you, Senator Bunning."
"Senator Bennet",""
"Senator Bennet","Thank you, Mr. Chairman. I just had a couple of questions. The first goes back to this question of the clearing of centralized contracts versus customized contracts, because on both the Agriculture Committee and the Banking Committee, we have had some similar conversations, and I heard you today, Chairman Gensler, talk about how, well, it might be OK if we can't put the customized on a centralized clearinghouse because we will have different capital requirements, I think, or some capital requirements, which I think makes a great deal of sense. My question is what, as you think about this--all of you think about this--what incentives there might be, if any, for people to structure around the clearinghouse for no good business purpose. I mean, what really would the incentives be to create a customized hedge here that didn't have a business purpose of some kind?"
"Mr. Gensler","I would hope that once there is a fully running central clearinghouse, there would be great benefits to moving all the transactions that a dealer could into clearing because it does lower risk for them, instead of having this interconnected spider's web. One of the lessons we learned is not only are institutions too big to fail, but they are too interconnected to fail. Centralized clearing helps lower their risk, and that is why I subscribe to maybe lower capital or margin. But it may well be that some dealers don't agree with my point of view and that they would want to keep some product outside of that standardized central clearing. I think that clearing actually would help lower risk for their institutions and lower risk for the system. Also, it would enhance transparency. The public would see it if it were on an exchange or trading platform. It may well be that some dealers would like to keep the information advantage, but many decades of markets have taught that broad commerce and the economy benefit by having that type of information. And if you see the standard transaction in jet fuel--we were talking about jet fuel--if you see the standard transaction in jet fuel or interest rates--it could be a very plain vanilla interest rate--and I think the small municipality or the small hospital that wants to hedge a four-and-a-half- year interest rate instead of a 5-year interest rate would benefit by seeing that on an open and transparent exchange."
"Senator Bennet","Do either of you----"
"Ms. Schapiro","The only thing I can think of is the informational advantage that one has from not trading in a transparent market and the benefits, to the extent there are some, of anonymity. That is why I think it is so important that the dealer regulation include full transparency, at least to the regulators, and then over time, a decision, I think, by regulators about how much information needs to be made publicly available. I think what is really critical is that we not structure the regulatory regime in any way that creates unintended incentives to go off exchange or off central clearing and stick with bilateral contracts."
"Senator Bennet","I completely agree with that, and I think that as we proceed here with this and much of the other regulation that we are talking about, we need to be very careful that we aren't creating perverse incentives that end up doing more harm than good. I was just trying to scratch my head to think about--I get the point on transparency, but on the other hand, if it is reported to the regulator, I am not sure there is much of an issue, but we will keep working on it. The other question I had, and it may go back to the systemic risk regulator proposals that we have seen in the last week or so around here, you talked, Chairman Gensler, about the swap that hadn't yet been invented and I started to sweat again about what we might be facing, because the American people are so tired of having us look in the rearview mirror and say what happened while there is all this carnage out there. And I just wondered whether, on a going forward basis, all of you felt that we were going to be in a better position, not to predict the future necessarily, but in a better position to monitor when things are starting to move in a certain way in our financial markets. My understanding, for example, is that between 2000 and 2008, the number of over-the-counter derivatives contracts grew by 522 percent, but during that time, our regulatory authorities had little power to examine any of that. I wasn't here to know whether you asked Congress for that or not. But prospectively, is this some of the work that this council is meant to do? How are we going to keep track of these swaps that have no name?"
"Mr. Gensler","I think, as it relates to over-the-counter derivatives, that the Federal regulators should have broad authority. If somebody holds themselves out to the public as a dealer, whether it is in the known derivatives, from interest rates to securities to credit default swaps, or something that is not yet known, we should work together to make sure the statute gives broad authority to also bring that into this regulatory regime. I think that is important. It is one of the big lessons of the past, certainly that I have learned. I think in terms of a systemic regulator, what the Administration has put forward is to make sure that the largest financial institutions, those that are either interconnected or by scale or scope, that can affect the American public have to be under prudential regulation, meaning you can set capital and margin and so forth. And I think that is very important."
