"Speaker","Speech"
"OPENING STATEMENT OF SENATOR MCCAIN"," "
"Senator McCain","Well, thank you, Mr. Chairman, and I thank the witnesses for being here today. Mr. Chairman, I do not know if Goldman Sachs has done anything illegal. Charges have been brought, and it is going to be the subject of a lot of our discussion today. But from the reading of these emails and the information that this Subcommittee has uncovered, there is no doubt their behavior was unethical, and the American people will render a judgment, as well as the courts."
"Senator Levin","Thank you very much, Senator McCain. Senator McCaskill. "
"OPENING STATEMENT OF SENATOR MCCASKILL"," "
"Senator McCaskill","Thank you, Mr. Chairman. In the good old days of investment banking, they were considered very honorable and proud institutions, our investment bankers of Wall Street. They provided financial services, investment of capital in good businesses, helping government with assistance to issue bonds to build the great infrastructure of our Nation. Then you fast-forward through the public offering of all these companies where the date that the risk of these companies shifted from the named partners to nameless, faceless shareholders. And you fast-forward a little bit further, and you land right at the feet of synthetic CDOs. Now, I have got to be honest. I think that if we had to put the odds on this hearing today, you guys would probably have odds in your favor because the jargon is complicated, the transactions are complicated. You have relied on that complicated situation to avoid a lot of scrutiny. We have spent a lot of time going through all these documents, and let me just explain in very simple terms what synthetic CDOs are. They are instruments that are created so that people can bet on them. It is the La-La Land of ledger entries. It is not investment in a business that has a good idea. It is not assisting local governments in building infrastructure. It is gambling--pure and simple raw gambling. They are called synthetics because there is nothing there but the gamble, the bet. You are the bookie. You are the house. You have less oversight and less regulation, as you began this Wild, Wild West of tranches, waterfalls, equity tranches, and residual warehousing. As you began all that, you had less oversight than a pit boss in Las Vegas. And I got to tell you--and it is not just you. All of you were lemming-like. You were chasing each other. What you worried about most was a bad article in the Wall Street Journal, not a regulator. You were chasing compensation. You were chasing your colleagues and other investment banks. And you were trying to make a killing. But let me just tell you, you think it is so complicated and you think you are so smart? Any street gambler would never place a bet with a bookie or a house with the record that is revealed in the documents that this Subcommittee has gathered. Thank you, Mr. Chairman."
"Senator Levin","Thank you very much, Senator McCaskill."
"Senator Pryor"," "
"OPENING STATEMENT OF SENATOR PRYOR"," "
"Senator Pryor","Thank you, Mr. Chairman, and I want to thank you for having this hearing this morning. And, Mr. Chairman, I know that you did not just open up the paper last week and say, ``Hey, let us have a hearing on Goldman Sachs.'' I know that you have been working on this for a year and a half, and through your dogged determination, you have uncovered a lot of emails, a lot of documentation that raise a lot of very serious questions. And so, Mr. Chairman, I know the Nation appreciates your determination and your commitment to provide the oversight that Congress should be providing. So I want to thank you for that, and I may not understand everything about everything on Wall Street, but I do understand that people are not here to listen to me, they are here to listen to the witnesses. So I want to thank you very much for having this hearing today, and I look forward to this hearing. Thank you."
"Senator Levin","Thank you so much, Senator Pryor. Let me start out by saying we are going to have three panels today, and each of these panels are going to take some time because this is a subject which needs some real exploration and detail to cut through all of those technical words and concepts that Senator McCaskill just made reference to. So let me now welcome our first panel of witnesses for this morning's hearing: Daniel Sparks, a former partner and head of the Mortgage Department at Goldman Sachs; Joshua Birnbaum, a former Managing Director of the Structured Products Group Trading Desk at Goldman Sachs; Michael Swenson, a Managing Director on the Structured Products Group Trading Desk at Goldman Sachs; and Fabrice Tourre, an Executive Director in Structured Products Group Trading at Goldman Sachs International. We appreciate all of you being with us this morning. We have a rule on this Subcommittee, Rule VI, that all witnesses who testify before the Subcommittee are required to be sworn, and so at this time I would ask all of you to please stand and raise your right hand. Do you swear that the testimony you are about to give will be the truth, the whole truth, and nothing but the truth, so help you, God?"
"Mr. Sparks","I do."
"Mr. Birnbaum","I do."
"Mr. Swenson","I do."
"Mr. Tourre","I do."
"Senator Levin","We will use a timing system today. We would ask that you try to limit your oral testimony to no more than 5 minutes. About a minute before that red light comes on, you will be given a yellow light so you can have that kind of assistance. Mr. Sparks, we are going to have you go first, followed by Mr. Birnbaum, then Mr. Swenson, then finishing up with Mr. Tourre, and then we will turn to our questions. So, Mr. Sparks, please proceed. "
"TESTIMONY OF DANIEL L. SPARKS,\1\ FORMER PARTNER, HEAD OF MORTGAGE DEPARTMENT, THE GOLDMAN SACHS GROUP, INC., NEW CANAAN, CONNECTICUT"," "
"Mr. Sparks","Chairman Levin, Dr. Coburn, and Members of the Subcommittee, my name is Dan Sparks, and from late 2006 until mid-2008, I was the head of the Mortgage Department at Goldman Sachs. The three men who are with me today--Fabrice Tourre, Josh Birnbaum, and Mike Swenson--all reported up to me during that period.  \1\ The prepared statement of Mr. Sparks appears in the Appendix on page 202.  I joined Goldman Sachs in 1989 as an analyst after graduating from college. My intention was to stay for 2 years, and I ended up staying for 19. I would not have stayed if the people I worked with did not have high ethical standards. The culture at Goldman Sachs was one in which excellence and integrity were expected. The business of Goldman's Mortgage Department involved structuring, underwriting, distributing, and trading mortgage and asset-backed products, including loans, securities, and derivatives. All these activities involved clients, and all involved risk. The business was competitive, and Goldman participated without a significant residential mortgage origination platform. I know that the Subcommittee is focusing on the events of late 2006 and 2007, so I will as well. Near the end of 2006, Goldman was generally long in its exposure to residential mortgages. I had concerns about our exposures, and senior management knew about these concerns. The markets showed signs of stress, and our department was experiencing losses. In mid- December, David Viniar, Goldman's Chief Financial Officer (CFO), called a meeting and asked me to comprehensively review our positions and business risks. The ``take-away'' from the meeting was to reduce risk in the short term. I was not instructed to ``go long'' or to ``go short.'' The focus was on risk and not direction. Risk management during this period was very challenging. In a volatile and illiquid market, we had to change business approaches constantly. We were diligent in marking our positions daily, as painful as that was on many days. That discipline gave us real-time feedback and helped us make important risk decisions. These included reducing our loan purchases, buying jump-risk protection, shutting down our CDO warehouse activities at significant losses, and covering our shorts. Knowing whether we were long or short was often difficult, as our positions were complex and the market moved erratically. There were times when our analytical risk measures told us one thing, and my experience and knowledge of our positions told me something else. Some days, we took actions to reduce risk only to see the firm's value at risk (VaR), increase. During this time, there were differing views within the Mortgage Department, and around the firm, as to the direction of the residential mortgage markets. But the constant theme from senior management was to reduce risk. Throughout 2007, the Mortgage Department reacted to market events, worked with our clients, and managed our risk. I left Goldman Sachs in mid-2008 to spend more time with my family and in my community and to pursue other interests. When I left, I was proud of what the people in the Mortgage Department had accomplished during a difficult period, and I remain so today. At the same time, I understand that events in the Nation's mortgage market contributed to the financial crisis of 2008 and to the recession. I also understand that Congress has a duty to explore the causes of that crisis and to adopt sound reforms. To that end, I look forward to being helpful to you this morning."
"Senator Levin","Thank you so much, Mr. Sparks. Mr. Birnbaum. "
"TESTIMONY OF JOSHUA S. BIRNBAUM,\1\ FORMER MANAGING DIRECTOR, STRUCTURED PRODUCTS GROUP TRADING, THE GOLDMAN SACHS GROUP, INC., NEW YORK, NEW YORK"," "
"Mr. Birnbaum","Good morning, Mr. Chairman, Members of the Subcommittee, my name is Josh Birnbaum. Thank you for offering me this opportunity to discuss my work in the Mortgage Department at Goldman Sachs in 2006 and 2007, when I was a Managing Director in the Structured Products Group. I began working at Goldman shortly after my graduation from the Wharton School at the University of Pennsylvania in 1993. I worked at Goldman until March 2008, when I left to start my own advisory firm, Tilden Park Capital Management. I take great pride from having worked for Goldman Sachs for almost 15 years and greatly admire the firm's integrity, commitment to client service, and ethics.  \1\ The prepared statement of Mr. Birnbaum appears in the Appendix on page 205.  During 2006 and 2007, I worked on the Asset-Backed Securities (ABS), Desk in the Structured Products Group. My job was to make markets for Goldman clients who sought long or short exposure to the market for residential housing asset- backed securities and to assist in hedging investments made by other parts of the Mortgage Department. The primary products I traded and risk-managed were the then newly created Asset-Backed Securities Index (ABX), and credit default swaps (CDS) in individual securitizations, also known as single-name CDS. As a market maker, we were continuously asked to provide liquidity for customers, which frequently required the firm to participate on the other side of transactions on a ``principal'' basis. For example, when a client wanted to buy protection on a particular securitization, we would offer a price to sell that protection. If the client chose to execute the transaction at that price, we would take the other side of the trade. We would then have a decision to make whether to offset that risk through a transaction with another client who wanted to sell that protection to us or keep it on our book for some period of time as part of our inventory. From time to time, as a result of client-driven trades, our team's book accumulated long and short positions. For example, from the inception of the ABX Index in January 2006 through November 2006, customers interested in selling the ABX Index outnumbered buyers. The trades we made to meet client demands during that period naturally caused the book to develop a long position in the ABX Index and a smaller short position in the single-name CDS. As part of our management of our own inventory, we had the discretion to hedge positions through trades with other clients or keep them on our book in accordance with the limits set by the risk management department. Whenever our inventory got significantly long or short, risk management directed us to cut our risk and ``get closer to home,'' or to ``flatten the book.'' For example, when our net position became long in late 2006, we were told to offset our risks, which we did through a combination of selling off some of the long ABX position and buying more single-name CDS protection. And when our inventory expressed a short bias at times in 2007, we were directed to cover our short positions to reduce risk, and we did so. In late 2006 and into early 2007, I developed a negative view on the likely direction of the subprime market. Traders on desks like ours often develop a short or long bias based on their personal views of the market. Not everyone in the Mortgage Department--or the firm, for that matter--agreed with my view at the time. In fact, there was a vigorous debate as to the future direction of the market. In line with my view, our desk began to accumulate short positions, purchasing protection on individual securities through credit default swaps, largely from external CDO managers who asked us to bid for these positions. There was, of course, risk involved in accumulating short positions, as no one could be certain which direction the market would go. These positions became profitable as the market deteriorated. When those short positions bumped up against the risk parameters for our book during the spring and summer of 2007, my group was instructed to cover them. On both occasions, I expressed my belief that the market would continue to deteriorate and that the better, more profitable trade was to maintain the short position on our book, but the firm insisted that we reduce our position, and we did so. No one from senior management told me to make a directional bet against the subprime market. Rather, during 2006 to 2007, regardless of whether our books were long or short, the consistent theme from management was get smaller, reduce risks, and get closer to home. I am very proud of the accomplishments of the ABS Group during my tenure there. We provided significant liquidity to our clients in a difficult and challenging market while also managing to post a profit during this period. Thank you for inviting me to testify here. I am happy to answer any questions Subcommittee members may have."
"Senator Levin","Thank you very much, Mr. Birnbaum. Mr. Swenson. "
"TESTIMONY OF MICHAEL J. SWENSON,\1\ MANAGING DIRECTOR, STRUCTURED PRODUCTS GROUP TRADING, THE GOLDMAN SACHS GROUP, INC., NEW YORK, NEW YORK"," "
