"Speaker","Speech"
"Senator Bennett"," "
"STATEMENT OF SENATOR ROBERT F. BENNETT"," "
"Senator Bennett","Thank you, Mr. Chairman. We have had a housing bubble, and the bubble has burst. And every time we have a bubble, whether it is housing or dotcom stocks or anything else, when the bubble bursts there is disaster. And we will have bubbles in the future because the human propensity to believe that the market will always go up is still there. Let us understand that. The economy runs on credit, credit is granted on confidence, and confidence is based on one of two assumptions: the collateral is worth it or the cash-flow will be sufficient. One way or the other, the loan will be repaid. What we are faced with now is finding a way to restore the confidence in the system so that credit can start to flow again. That is what we are here to try to do. Thank you, Mr. Chairman."
"Chairman Dodd","Thank you."
"Senator Reed"," "
"STATEMENT OF SENATOR JACK REED"," "
"Senator Reed","Thank you very much, Mr. Chairman. The essence of the proposition that the administration is presenting to us today is that the taxpayers will assume the risk of disastrous investment decisions made by very highly compensated individuals and institutions on Wall Street. I think the custom on Wall Street is that when you assume the risk, you get paid to do that. I believe it is essential that the taxpayers of this country are compensated for their assistance. I think the only effective way to do that is a mandatory program of warrants as a prerequisite to participating in this assistance for non-voting equity in companies. And as these companies improve, which is the hope and expectation of this program, the American taxpayers could also benefit from that improvement. I think this also goes to the very difficult issue of pricing these securities, that if the Treasury or its agents misprice the securities and they overpay, presumably the benefits of that will flow to the companies and, frankly, with the appreciated stock, again, I think taxpayers should benefit from that. I think also, too, there is some discussion that if we do this, there will be some limitation in participation, but I would suggest that might not be altogether a bad thing; that if this system can be gamed by people who are not desperately in need of Government assistance, that will be done. I think to present a company with the choice between surrendering warrants and participating or simply getting through on their own is not an unfair choice for sophisticated business managers who, we presume or we hope, are dedicated to preserving their company and benefiting the shareholders. And, finally, I want to associate myself with the comments of the Chairman and others who say that we cannot simply assist Wall Street. We have to assist hundreds of thousands of homeowners who are facing foreclosure. If we do not do that, that will be, I think, unfair and it will not result in a program that is legitimate in the eyes of the American people. Thank you very much."
"Chairman Dodd","Very good. Thank you."
"Senator Enzi"," "
"STATEMENT OF SENATOR MICHAEL B. ENZI"," "
"Senator Enzi","Thank you, Mr. Chairman. In the past 6 months, our Federal Government has devised a dozen strategies to save America's financial markets. Each plan has been more costly, more risky, and less aligned with the principles of our country's free market economy than the last. I am disappointed to say that this latest plan puts all the rest of them to shame. This proposal means a full-scale intervention into our country's free markets with the Treasury buying every bad asset in sight with taxpayer money. To make this point clear, if approved in this current form of $700 billion, this plan will cost every man, woman, and child in this country approximately $2,300. This plan will come with an enormous cost and enormous risk. Unfortunately, the only plan more costly would be doing nothing at all. Last week, I was given the legislative language for this proposal, and it was only three pages long--$700 billion, three pages. I know that it has grown to six pages and perhaps to 42 pages. When I questioned Secretary Paulson and Chairman Bernanke about this plan on Sunday, they explained that flexible and broad authority was the only way the plan would work. I was immediately reminded of the last time the Chairman and the Secretary appeared before this Committee and asked for such broad authority; that was to save Fannie Mae and Freddie Mac from insolvency this past summer. I hope this time the plan is more successful. I have no illusions about the urgency of the problem our economy faces today, but Congress cannot be expected to approve this bill without a guarantee of proper oversight and accountability for the taxpayers. As I said before, we are talking about the equivalent of $2,300 from every U.S. citizen. This Committee would not be doing its job if that were allowed to happen. Where is the accountability for these banks and their management? The Treasury and the Federal Reserve have asked us to cut them the biggest bailout check in history, and that money will be handed out to the same banks that put us in the mess to begin with. Nowhere in the text of this bill do I see any equity sharing or loss mitigation that will protect taxpayers from unknown costs. It did make a difference to AIG stockholders who are trying to pay off their loan already. A Treasury buy from our banks will be priced by the seller, not buy the buyer. The Federal Government could end up owning mortgages that cost multiples of the resale value, and yet there is no recourse for our taxpayers. It does not make any sense. It will reward the banks first who got us in the financial mess and the taxpayers second, many of whom were completely unaware that this kind of financial----"
"Chairman Dodd","I am going to ask the audience--we will have to clear this room. I do not want to do that. It is a public hearing. Let's have respect for the speakers, and there will be no outbreaks, applause or other comments. This is a serious hearing. Senator."
"Senator Enzi","I have heard the argument that punitive or prescriptive measures could cause sellers to leave the market. I think that offends common sense. If banks can get a better price for their paper from someone other than Treasury, they should not be bailed out in the first place. If they choose to fail rather than sell their debt at its real market value and record their loss on the books, they should be free to take that option. This legislation must be passed to help Main Street, not because the Federal Government is being held hostage by Wall Street. I have some ideas. This Committee must find a way to make financial regulation more efficient, effective, and accountable. I have some ideas, including a reevaluation of the marked-to-market accounting. It is clear that such a method is not sustainable in a volatile market. Providing some relief today could prevent firms from needing this expensive Federal bailout. Reforms in the long term could prevent capitalization issues down the road. Thank you, Mr. Chairman."
"Chairman Dodd","Thank you, Senator."
"Senator Schumer"," "
"STATEMENT OF SENATOR CHARLES E. SCHUMER"," "
"Senator Schumer","Thank you, Mr. Chairman, and thank you for holding this hearing. My colleagues and fellow Americans, we live in amazing and dangerous times. Who would have thought that the lowly mortgage, long regarded as the safest of investments, could bring our financial system to its knees? But that is where we are. And while we must look back and see what went so dramatically wrong, our immediate task is to look forward and to try and avoid a meltdown of the financial system. And as we look forward in the week ahead, we face both a Scylla and a Charybdis--dangers on both sides. On the one hand, as we are reminded, there are real dangers if we do not act. The description Chairman Bernanke gave us when the leadership of the Democratic and Republican House and Senate met in Speaker Pelosi's conference room, the description Chairman Bernanke gave, in quiet terms, without hyperbole, was astounding. Chairman Bernanke told us that our American economy's arteries, our financial system is clogged, and if we do not act, the patient will surely suffer a heart attack, maybe next week, maybe in 6 months, but it will happen. So we must act, and we must act soon. And make no mistake about it, while Wall Street caused the problems we face, unfortunately if we do nothing, Main Street will also pay a severe price. Pension funds, money market mutual funds, 401(k) plans will be negatively impacted. The lockdown in lending has widespread consequences. I have heard from car companies that it is virtually impossible to get an auto loan right now unless you have a credit score over 720. And if that continues, the auto industry will sell 6 million fewer cars this year than it did in years past. Even though the workers in Buffalo and Detroit and St. Louis are blameless, they will suffer. It is not fair. It is not right. But that is the world we live in. So I want to assure the markets--and I think I speak for all of us--that we will not be dilatory, we will not ``Christmas tree'' this bill with extraneous amendments, and we will work in a bipartisan way to act, and to act soon. But there is also the Charybdis, the other danger of acting so quickly that we choose a bad solution. The markets want action, and we understand that. But if we act so quickly that we create an ineffective solution without adequate safeguards, then we risk the plan failing, which would be an even worse outcome for the markets, for the economy, for our country. Even on Wall Street, $700 billion is a lot of money, and none of the thousands of money managers would invest that sum without appropriate due diligence. This hearing today and the discussions that will follow are our congressional due diligence, and we take that responsibility seriously, and we will make intelligent and relevant improvements. Secretary Paulson has proposed his plan, the Troubled Asset Relief Program, or TARP, to Congress. And while I certainly recognize the need for action and want to move quickly, I think some changes are necessary. To Secretary Paulson's TARP program I believe we need to add THOR: T for taxpayer protections; H for housing; O for oversight; and, down the road, R for regulation. I can talk about each of these at some length, but we do not have time, Mr. Chairman. But on taxpayers, we must put taxpayers first, should this program work. They must come ahead of bondholders, shareholders, and executives, and we need to add to this legislation those types of protections, such as my colleague Senator Reed has spoken about in terms of warrants. That would be more of a mandatory than an optional nature. Homeowners. Secretary Paulson has labored mightily to try to improve the homeowner problem, and Chairman Bernanke has said repeatedly until we find a floor to the housing markets-- and foreclosures are directly related to the housing markets-- we will not solve this problem. And that affects not just those who made bad mortgages or not just those who will lose their home through not fault of their own, but every homeowner. The number of foreclosures and the price of the average American's home is related and cannot be separated. Oversight. There have been lots of discussions of oversight led by Chairman Dodd, and there are excellent suggestions, and we must do them. And R, regulation. We must have a much better system of regulation, and many of us have begun thinking about this. It will probably have to wait until after we act here, but we must do it. The bottom line, Mr. Chairman, is this: We do have to act, but we have to act smartly, wisely, and relevantly. And I believe that is what this Committee will do over the next few days."
"Chairman Dodd","Thank you very much, Senator."
"Senator Hagel"," "
"STATEMENT OF SENATOR CHUCK HAGEL"," "
"Senator Hagel","Thank you, Mr. Chairman. The essence of our efforts and final product is accountability, transparency, and timeliness. We must define a rescue agreement based on the common interests of our country. We have a responsibility to construct a program based on the general principles of agreement, not held hostages to the details of the differences. We are in uncharted waters. We are living in a 21st Century global marketplace. We are behind in not only understanding that, but regulating that. This is going to require a new 21st Century regulatory regime. But our current effort--we must stay focused on our current effort--is a short-term rescue effort, clearly in the interests of our country and the world. And it must be done. And it must be done with responsibility but also with timeliness. Mr. Chairman, thank you."
"Chairman Dodd","Thank you, very much."
"Senator Carper"," "
"STATEMENT OF SENATOR THOMAS R. CARPER"," "
"Senator Carper","Mr. Chairman, thank you. Gentlemen, thank you very much for joining us again here today. What I would like to just mention, I am going to mention four things that I hope to take away from this hearing today. The first of those is to better understand how we got into this mess. Chairman Cox and I were talking about short selling yesterday and I want to understand better the role that that played in getting us where we are today. I want to better understand how changing leverage ratios has gotten us to where we are today. But I want to know when we walk out of here today, I want just a better understanding of how did we end up in this mess. The second thing I hope to get out of this is after understanding how we got into this mess, how do we get out of this mess? And how do we do so in a way that does not reward bad behavior from people who should not be rewarded for the bad behavior? The third thing I would like to take away with me today is to have some assurance myself in the plan that we are discussing here or that eventually evolves, so that we can make sure this kind of tragedy does not occur again in our lifetime and beyond. And finally, I want to better understand how we maximize the chances that the Treasury will be made whole or maybe even make a buck or two for the taxpayers at the end of the day. I mentioned at another meeting here on Capitol Hill this morning, I went back and recalled the bailout at the time of Chrysler where the Federal Government did not provide loans to Chrysler, they provided loan guarantees issued in conjunction with warrants which were exercised--we never had to backup the loans but we did have the opportunity to exercise the warrants. We made money for the taxpayers on that deal. When the S&L debacle occurred, we ended up creating the Resolution Trust Corporation. The Resolution Trust Corporation, you all will recall, came in and bought not the savings and loans, but what were deemed to be the bad assets of the savings and loans. And as it turned out, a lot of them were not bad assets. They were assets whose value had diminished during that crisis but assets that over time appreciated in value. We were able to sell them and recover most of the taxpayers' money. My hope is as we go forward here, that we look to those two examples as maybe a bit of a road map to enable us, while we find out how we got into this mess, how we get out of it, how we make sure it does not happen again, how we do all of that without rewarding bad behavior, at the end of the day--putting this much taxpayer money at the risk--at the end of the day I would feel a lot better if we had a pretty good assurance that when all is said and done that we have actually recovered this money for our taxpayers. And if we can make a buck or two at the end of the day, so be it. Thank you."
"Chairman Dodd","Thank you, Senator, very much. I want to point out, I turn to Senator Bunning, it was 2 years ago that Senator Bunning and Senator Allard held a joint hearing on subprime mortgages, at the conclusion of which Senator Schumer, Senator Reed, Senator Sarbanes, and myself, joined them in a letter to the regulators asking what actions and steps they were going to take in the subprime mortgage problem."
"Senator Bunning"," "
"STATEMENT OF SENATOR JIM BUNNING"," "
"Senator Bunning","Thank you, Mr. Chairman. So much has happened since the last time we had our witnesses before us that we could probably hold this hearing for a week and still have more to talk about. It is hard to even know where to begin. What is pressing is the $700 billion Treasury proposal that is being negotiated with the Chairman of the House Financial Services Committee. The Paulson proposal is an attempt to do what we so often do in Washington, D.C., throw money at a problem. We cannot make bad mortgages go away. We cannot make the losses that our financial institutions are facing go away. Someone must take those losses. We can either let the people who made the bad decisions bear the consequences of their actions or we can spread that pain to others. And that is exactly what the Secretary's proposal is to do, take Wall Street's pain and spread it to the taxpayers. The plan has not even passed and already Americans are paying for it because of the fall in the dollar as a result of all of the new debt that we will be taking on. I know there are problems in the financial markets and I share a lot of the same concerns that other members and witnesses do. However, the Paulson plan will not fix those problems. The Paulson plan will not help struggling homeowners pay their mortgages. The Paulson plan will not bring a stop to the slide in home prices. But the Paulson plan will spend $700 billion worth of taxpayers' money to prop up and clean up the balance sheets of Wall Street. This massive bailout is not a solution. It is financial socialism and it is un-American. Thank you."
"Chairman Dodd","Senator Menendez. "
"STATEMENT OF SENATOR ROBERT MENENDEZ"," "
"Senator Menendez","Thank you, Mr. Chairman. Certainly in my 16 years in Congress, there has not been a more critical time for our economy and a more important Banking Committee hearing than this one. The Administration's economic and regulatory policy over the last 7 years has led us to today. Now we have been told that we have less than 7 days to make our choices and 8 minutes to ask questions, so you will forgive me if I am not signing right away on the bottom line. Unfortunately, the Administration comes to the Congress at the final hour instead of before, and in doing so leaves us with undesirable choices. The credit crunch and the failing investment banks did not occur in a vacuum. At their core they are about the housing foreclosure crisis. And that weakness was created by lax regulation, regulators asleep at the switch, and an unwillingness by many to acknowledge the direness of the situation early on. In March of 2007, Mr. Chairman, at this Committee I raised the prospect of a tsunami of foreclosures in the Banking Committee, but the Administration dismissed it. A few months later, as foreclosures mounted, they assured us that the problems would be contained to the housing market. And in July, we asked them about the prospect of a bailout of Fannie and Freddie, but they could not foresee it. So how many times can the Administration be wrong and still instill confidence? This is why, while I need to know--and I think we need to act, and I agree we need to act--I am not going to be stampeded into rubber-stamping this proposal. There are serious questions that we need answers to before you have at least my vote. Illiquid assets are illiquid either because they are non- performing, they are over valued, or even worse, we do not even know what their true values are. Questions range from are you intending to buy these bad loans at a significant discount or will we be overpaying? If they are at a deep discount, how does that create the much-needed capital for their cash future, and therefore solve the problem? If Treasury is overpaying and working to create capital for the institutions, why aren't we getting equity just as shareholders do so that the taxpayers can recoup their money? And as Treasury has amended their proposal for foreign entities to also be subject to this bailout, what are the central banks of those countries doing to establish and prop up their own institutions? Why are we asked to put $700 billion to keep CEOs in their office while families get kicked out of their homes and the public gets the bill while this Administration says it is all about Main Street? We cannot say that homeowners should bear all of the consequences of bad decisions but that financial institutions get to share the pain of their bad decisions through public debt. So Mr. Chairman, last week the President said ``The risk of doing nothing far outweighs the risk of the package.'' As his statement inherently implies, there is a risk involved. And with risk comes responsibility. We need to quantify that risk. We need to limit taxpayer exposure. We need to work to keep families in their home as part of their effort. Therefore, I look forward to some honest answers here today. The Secretary's testimony, as it has been presented to the Committee, just reiterates the need. But I hope we will get to the answers of how do they intend to have this work and work in a way that limits the taxpayers' exposure, puts homeowners back in their home, and creates responsibilities by those who have believed that private risk can now become public debt."
"Chairman Dodd","Thank you, Senator."
"Senator Crapo"," "
"STATEMENT OF SENATOR MIKE CRAPO"," "
