"Speaker","Speech"
"Ms. Blankenship","Well, in my own experience at our bank, we have not been denied any of the guarantees when we have had to go back to SBA. However, I have heard through the association that there are banks. There is a grumbling that there are many delays and maybe they are just getting a little pickier on the paperwork and the appraisals. And what that does is just foster an air of distrust with using that program. If a bank can be able to rely on that guaranty, then they feel very comfortable in using that program and it works to their benefit. But if they do not know that the government will stand behind the guaranty, then it will affect the program."
"Mr. McGannon","The SOP manual from the SBA is over 400 pages long, and I think that if you are not a banker that is in the routine of making SBA loans, you get lost on dotting all of the Is and crossing all of the Ts. My sense is that, and once again, we have never had a problem collecting on a guaranty. Sometimes it takes longer than we would like, but we have been paid in full. I think the concern with bankers that are not in the routine of making SBA loans would find that trying to follow the SOB, trying to be sure that disbursements are appropriate at the front end, I think a lot of bankers may have trouble documenting or remembering to document the use of proceeds on the front end of an SBA loan, and when it comes time to collect on a defaulted loan, they may not have the paperwork in place to step through the disbursement process on the front end. Chairwoman Velazquez. Thank you. Ms. Huels, one of the short comings of Government Investment Program is the emphasis placed on early results. Consequently, there is a tendency to prematurely terminate programs that do not achieve results immediately. In the case of patient equity investment, how long does it take for investment programs to bear fruit?"
"Ms. Huels","That is a great question. When equity capital is invested into a company, there is an immediate impact as far as the ability to hire employees, which will reduce the unemployment rate or increase the employment. So those dollars and the resulting payroll taxes and things, you will see an immediate impact. In the midterm, you see an impact. The company that receives equity capital is obviously buying goods and services from other companies so that capital is spent through the economy by buying goods and services. I think what you are referring to is when do you see return on your equity capital, and most private equity funds have a ten-year life. They spend the first three to five years investing the capital. Then the companies need time to mature and to grow, and then those investments are typically harvested in a seven to ten-year time frame. It is patient capital. It takes quite a while. Chairwoman Velazquez. Okay. Thank you. Ms. Wojtowicz, we are all aware that the current recession grew out of the collapse in real estate prices, and this has significant consequences for the 504 program, which is often used to finance real estate. Do you believe that the SBA and the CDC community have the tools to mitigate potential fallout from these conditions?"
"Ms. Wojtowicz","I certainly do. I actually think that the depression in the real estate prices will create some opportunities. We have certainly seen an uptick in our backlog of new transactions where borrowers who have previously been leasing facilities are now seeing clear and finding some bargains actually in the commercial real estate market. As it relates to our existing portfolio, I think we have to be very cautious. We do have to find a way to be patient. This is not the time to be trying to liquidate or to force liquidation of real estate holdings if there is any changed of rehabilitating a borrower. Forcing a borrower, walking through a foreclosure and trying to sell commercial real estate in this market will only increase the losses to the program and the taxpayer. Chairwoman Velazquez. Thank you. Ms. Blankenship, today, and you were in the White House participating with President Barack Obama when he made that announcement for the use of money for a lending facility through Treasury for small businesses, but the Federal Reserve TALF program has only lent roughly $116 million back with small business loans. Meanwhile Treasury's $15 billion SBA loan purchase program has yet to make a single transaction. Given these factors, do you think more should be done to restart the secondary market for SBA loans?"
"Ms. Blankenship","I certainly continue to say that the secondary market plays a very critical role because you understand that when we make those loans, our bank does not typically hold the loans. We sell those guaranteed portions back into the secondary market, allowing us to then re-leverage those funds into additional loans. When there is no secondary market, then that is what causes the freeze of credit. We are seeing some recovery on the bank side in the secondary market. I think the dealer side is still suffering. The TALF program, I think the challenges there were that you had to go through a primary dealer, and there were some issues about releasing your customers' names, and so that is an issue. The White House plan, I am not sure what the holdup is there. So whatever we need to do, we need to make sure that we continue to look at the secondary market and continue to push initiatives that will restore that market and restore the confidence, and that is really what it boils down to is the confidence in that market. Chairwoman Velazquez. But you feel that the way the program was structured it will unlock the secondary market?"
"Ms. Blankenship","I think there is a ways to go yet. I think perhaps maybe a panel of bankers and broker-dealers could be brought in and maybe asked their opinion. Where is the freeze occurring? What is the holdup? Is it the paperwork? Is it the burden? And, you know, with the TALF funds, there were additional restrictions placed on banks and brokers. So that is an issue. Chairwoman Velazquez. Mr. McGannon."
"Mr. McGannon","I would certainly agree with Cynthia. As far as Country Club Bank goes, we have always held our SBA loans. I think that we just have never had reliance on the secondary market. If it is out of our control, I think that we feel like we need to try to take care of what we are funding. But Cynthia is right. If the secondary market does open up, it does give every bank an opportunity to re-leverage those dollars into more SBA lending. Chairwoman Velazquez. Thanks. Mr. Heacock, do you believe that the Small Business Administration is doing enough to encourage and train new lenders to participate in this program?"
"Mr. Heacock","I cannot say I have an answer to that. Chairwoman Velazquez. That is troubling."
"Mr. Heacock","Well, whether they are doing enough because in our area we have had a great relationship with the district office, and we get all of the assistance we need as far as training. They have monthly teleconferences, and so we really do get adequate training. Nationwide I cannot speak to that, but locally, excellent. Chairwoman Velazquez. Thank you. Now I recognize the gentleman, Mr. Graves, Ranking Member."
"Mr. Graves","Thanks, Madam Chair. My first question is to Ms. Huels. Has the economy changed as far as your investment practices go? With the downturn in the economy, have you changed your policies or practices or backed off or anything like that?"
"Ms. Huels","We have not. We invest primarily in midwest based industrial manufacturing companies, and while many may think manufacturing has declined in this country, we find there are significant opportunities to invest in growing middle market, lower middle market manufacturing companies. We have not changed our profile. If there is a profile that has changed, it is really the availability of senior lending available to us. So what we have done is we have had to write a little bit bigger check and provide more of the capital because the senior lenders are typically providing less."
"Mr. Graves","When you talk about middle range, what is that range?"
"Ms. Huels","For us the middle market is a company with seven to $100 million in revenues, relatively small companies in comparison to some of the large multinationals we read about."
"Mr. Graves","And my next question is for the lenders out there, and we can start with Mr. McGannon, and it is the same question as far as your lending practices go in light of the economy. Have you all backed off? Have you increased? I mean, are you requiring more from investors?"
"Mr. McGannon","We had a 12 percent increase in loan activity in 2008, and looking back at 2008 just briefly, we got off to a slow start, not unlike 2009 in terms of actual loan growth. We accelerated throughout the year, even through September into the end of the year of 2008, when obviously things started to cycle downward in the economy. In 2009, we have had just moderate growth year to date, but I can tell you that our pipeline is growing in terms of pending loan requests. There was more activity in April in terms of new loans booked than we had since last September. So am encouraged by that. Our loan requests are down. It is a quieter time. Without question I think there are a lot of borrowers that are reassessing whatever their business is. But having said that, we are gaining market share from other financial institutions in the Kansas City marketplace. Our underwriting, I get that question asked a lot. Our underwriting really has not changed. We feel like we have had a strong credit culture in our bank for many years. Certainly we are more concerned about collateral values, and so we may, in fact, when you think about underwriting, we may well, in fact, require more money down on a particular project if it is real estate related, as an example. But by and large, our underwriting remains unchanged."
"Mr. Graves","How about the credit unions, Mr. Heacock?"
"Mr. Heacock","Thank you. We have not backed off at all. As I said before, we wrote more SBA loans than any other lender in South Dakota last year, and it is continuing this year. As far as non-SBA loans, we had a record year last year and it is continuing very, very strong. Credit unions nationwide, for the most part, have plenty of capital to lend, and we have had, I know, locally some financial institutions that are not willing to lend to some small businesses. Also, they are changing some terms and conditions. They are coming to us. Oftentimes we can help them. Sometimes we cannot, but we are there and available and have the funding."
"Mr. Graves","Ms. Blankenship."
"Ms. Blankenship","Yes. Actually our loans increased just over ten percent from 2007 to 2008 as well, but interestingly, our SBA loan percentages have been running about two to two and a half percent per year of our total portfolio. This year it is running 6.38. So we have really gotten behind a push to use the SBA program because what banks are facing right now is kind of a double-edged sworn. You hear Congress saying, ``Lend, lend, lend,'' but then the examiners are overreacting and they are coming in and we are getting stories of, you know, all commercial real estate being classified. So, you know, in my opinion, this is an opportune time to use the SBA program because you can mitigate some of that because you have that guaranty. Because the overwhelming majority of SBA loans will include typically, at least in our portfolio, some type of real estate as collateral. So we really need to mitigate the overreaction from the examining force. Again, I think it has been stated today there is an opportune time. The only other thing that I think would make the program more accessible in these times is perhaps raising the limits that we currently have on the size of 7(a) loans, and I think also on the 504s. So I think that would help a lot."
"Mr. Graves","Jean, how about the development side?"
"Ms. Wojtowicz","Well, if you take a look at our national statistics, we saw record years in 2006 and 2007. Two thousand eight fell off significantly, and 2009 is off again, at least in our own portfolio in the national statistics as well. We cannot do a 504 loan unless we have a bank partner. I would say that when I look at my list of partners that are working with us on transactions, it does tend to be more of the community banks and fewer of the national lenders in that scope. The high point is starting to grow, but certainly not yet at a level to return us to where we were two years ago, and it is a significant concern. Chairwoman Velazquez. Mr. Moore."
"Mr. Moore","Thank you, Madam Chair. And I would like to welcome Mr. McGannon, who is from our area in the Kansas City area, and I appreciate all of the witnesses who are testifying today. The American Recovery and Reinvestment Act signed into law by President Obama in March included a number of provisions designed to increase small business lending through Small Business Administration programs. Specifically, the stimulus law increased to 90 percent the SBA guarantee on 7(a) loans, temporarily waived the guarantee fee on 7(a) loans, and provided incentives to restate the secondary market in which lenders sell portions of SBA loans to private brokers and investors. What effect has the Recovery Act had on your ability to make SBA-backed loans? And I would ask that question to any of the witnesses who care to answer."
"Ms. Blankenship",""
"Ms. Blankenship","Yes. Well, as I stated just earlier, our percentage of our total loan portfolio has been running about two and a half and now it is almost six and a half. And so we have really utilized that program, and just as of yesterday we had the local SBA office out of the Dallas area come in and talk to 20 of our lenders about the enhanced programs both on the 504 and the 7(a) because we, again, feel like this is the time to really maximize the use of this program."
"Mr. Moore","Very good. Any other witnesses? Mr. Heacock, and Mr. McGannon, you will be next."
"Mr. Heacock","I know on a state level, the temporary elimination of fees has been very, very important. Apparently the volume declined quite a bit at the end of last year, last fall, but with the elimination of fees the volume has picked up considerably."
"Mr. Moore","Thank you."
"Mr. McGannon",""
"Mr. McGannon","I would agree. I think that like any other product, it has to be competitive, and to eliminate the guarantee fee makes the product more competitive to other traditional bank financing vehicles. I would also say that the ARC program is very timely, and I think that it will serve a direct purpose. I can think of three or four borrowers in our bank right now that would certainly qualify and benefit from a program like that."
"Mr. Moore","Thank you, Mr. McGannon. Madam Chair, I had a second question on secondary markets, but you have already asked the question. So I will yield back my time and thank you very much to the witnesses. Chairwoman Velazquez. Mr. Luetkemeyer."
"Mr. Luetkemeyer","Thank you, Madam Chairwoman. Ms. Blankenship, you made a comment a minute ago and during your testimony with regards to the impact of regulatory authorities coming into the bank. Can you elaborate on that a little bit more?"
"Ms. Blankenship","Certainly. What we have seen is just because of the past six months and the financial meltdown that we are all getting painted with the same brush, and while the big banks got bailed out and were given the TARP money, their primary intent for that was to lend money. But yet what we are hearing from small businesses is that they cannot get it. This is a double-edged sword because the banks are willing to lend. They have capital to lend. We have heard that here today, and that continues to be true the community banks, but the examiners are painting us all with one brush. They are painting the small banks the same way they do the two big to fail banks. And so when they come in and say, ``Okay. If you have got commercial real estate,'' and we have heard stories like this, ``we are going to classify it across the board,'' well, even if you are using an SBA program for our reporting purposes, that has to be reported as commercial real estate, and if you have a regional office, regardless of what the mandate is from Washington, sometimes the examiners in the field do not always carry the same operating procedures and practices as we hear out of the head offices in Washington. So it can make banks hesitant to make those types of loans because at a time like this, we cannot afford for perhaps you are a well capitalized bank, and if you have certain classifications, your ratings go down and you fall into adequately capitalized. Then your FDIC assessment goes up, and all of our costs. There is a tremendous amount of cost being levied on the small banks right now."
"Mr. Luetkemeyer","You are a great witness. You answered the question perfectly. I do not have to do any more leading questions with you."
"Mr. McGannon","May I add something? I am sorry."
