"Speaker","Speech","Type","Comments"
"Chairman Dodd","Thank you very much, Mr. Bowman. Let me ask the clerk to put the clock on here for about 6 minutes per Member, and I have two questions I want to raise with you, if time permits, and then I will turn to Senator Shelby. First of all, for decades--and I have been on this Committee for a number of years, and we have had commissions and think tanks and regulators, presidents, Banking Committee Chairs. John, you will remember sitting behind us back here at that table with parties recommending the consolidation of Federal banking supervision. Bill Proxmire, who sat in this chair for a number of years, proclaimed the U.S. system of regulation to be, and I quote, ``the most bizarre and tangled financial regulatory system in the world.'' Former FDIC Chairman, Sheila, Chairman William Seidman, called it ``complex, inefficient, outmoded, and archaic.'' In the wake of the last bank and thrift crisis, when hundreds of institutions failed, the Clinton administration urged Congress to consolidate the Federal banking regulators into a single prudential regulator. So here we have seen Administrations, Chairs of this Committee, and others over the years, all at various times, in the wake of previous crises, call for consolidation, and yet we did not act after those crises. We sat back and basically left pretty much the system we have today intact. And as a result, we have had some real costs ranging from inefficiencies and redundancies to the lack of accountability and regulatory laxity. We are now paying a very high price for those shortcomings. So my first question is--the Administration, as you all know and you have commented on, has proposed the consolidation of the OCC and OTS, but leaves in place the three Federal bank regulators. My question is simply: Putting the safety and soundness of the banking system first, is the Administration proposal really enough? Or should we not be listening to the admonition of previous Administrations? And people have sat in this chair who have recommended greater consolidation that ought to be the step taken. Sheila, we will begin with you.","Speech"," "
"Ms. Bair","As I indicated in my opening statement, we do not think that the ability to choose between the Federal and State charter was any kind of a significant driver or had any kind of an impact at all on the activities that led to this current crisis. The key problems were arbitrage between more heavily regulated banks and nonbanks, and then the OTC derivatives sector, which was pretty much completely unregulated. I do support merging OCC and OTS. That is reflective of market conditions, but that doesn't need to be about whether there is a weak regulator or strong regulator. I think that is just a reflection of the market and the lack of current market interest in a specialty charter to do just mortgage lending or heavily concentrate on mortgage lending. In fact, some of the restrictions on the thrift charter perhaps have impeded the ability of those thrifts to undertake additional diversification. So, Mr. Chairman, I would have to respectfully disagree in terms of drivers of what went on this time around. I really do not see that as a symptom of the fact that you have four different regulators overseeing different charters for FDIC- insured institutions. And I do think that the banks held up pretty well compared to the other sectors. They did have higher capital standards and more extensive regulation.","Speech"," "
"Chairman Dodd","Let me just ask you and the other panelists to comment on this. Clearly, we are looking back in the rearview mirror as to what happened, and that is certainly a motivation here. But it is not the sole motivation. It is not just a question of addressing the problems that occurred, but going forward, in the 21st century, in a very different time, in a global economy today--we saw the implications of what happened not only here in this country but around the world. The idea that we would maintain the same architecture we have for decades is not only a question about what has occurred and whether or not the system responded well enough to it, but looking forward as to whether or not this architecture and structure is going to be sufficient to protect the safety and soundness in a very different economic environment than existed at the time these agencies emerged through the process of growth over the years. It seems to me that is just as important question as looking back.","Speech"," "
"Ms. Bair","I think it is a very important question, and I am very glad you are having these hearings. But I do not think that this is going to solve the problems that led to this crisis. Looking at the performance of other models in European countries that have a single regulator, the performance is not particularly good. I do think there is a profound risk of regulatory capture by very large institutions if you collapse regulatory oversight into one single entity. I think having multiple voices is beautiful. We testified before this Committee on the Advanced Approaches under Basel II. We resisted that, and we slowed it down. And because of that, our banks--commercial banks, FDIC- insured banks--had not transitioned into that new system, which would have significantly lowered the amount of capital they would have had going into this crisis, unlike what happened in Europe and with investment banks. So we think having multiple voices can actually strengthen regulation and guard against regulatory capture. If you have a single monopoly regulator, there is not going to be another regulator out there saying, ``We are going to have a higher standard,'' ``We are going to be stronger,'' or ``We are going to question that.'' I think you lose that with a single regulator. So you should look carefully at the European models and how they functioned during the crisis.","Speech"," "
"Chairman Dodd","We are talking here--John, let me ask you, we are talking about a consumer financial product safety agency. Obviously, the Fed is very much here. We are talking about that as well and having a prudential regulator. Why is that not necessarily the kind of checks and balances we are talking about in the system?","Speech"," "
"Mr. Dugan","I cannot really defend the current system of so many regulators. As one of my predecessors used to say, it does not work in theory, but we have worked hard to make it work in practice. And having said that, I think there is more you could do if you were so inclined, and you have gone from four regulators to three prudential regulators in the proposal. You could go the next step to have a single regulator for State-chartered institutions, which would bring you down to two. You could go to one regulator for the banks, and you could even bring in the holding company regulation to the prudential supervisor. As I mentioned in my testimony, there are advantages and disadvantages in each of those steps. I think at the end of the day, if you put everything all in one place, it would be probably too much. And so I think that is probably a bridge too far, but there are things that you could do that would simplify things for the future. I do not believe, and agree with Sheila, that this was a principal contributing cause of this crisis. But I think going forward we do have to think hard about what is the best system for the future, and giving those matters real thought is a good thing.","Speech"," "
"Chairman Dodd","Dan and John, some quick responses to my question.","Speech"," "
"Mr. Tarullo","Mr. Chairman, among the many reasons why Members of this Committee will not be unhappy to see the summer recess come is they will not have to listen to me say, for about the third hearing in a row, that each proposal that comes before us is going to have some advantages and some disadvantages. I do think, as John and Sheila have suggested, that nobody would sit down and write the system we have now if they were starting from scratch. But the system having been in place, you have seen that there are some advantages to splitting bank supervision. I personally think it would be a very bad idea not to have the deposit insurer have a bank examination function, so that the deposit insurer understands how banks are functioning before they fail, and thus be better able to resolve them. I also think that it is important for the Federal Reserve, as the central bank and as the holding company supervisor, to have a window into how banks function. Would there be efficiency gains in some sense from having a single regulator? There probably would be, but I think my colleagues to my right have already pointed out some of the disadvantages as well.","Speech"," "
"Chairman Dodd","John.","Speech"," "
"Mr. Bowman","I would agree with some of the disadvantages that have been pointed out. I think the other question that we would have is the form that the current system holds, a multiple of regulators, really the cause of the issue we are dealing with today? And I would suggest that, in fact, the principal cause, as the Administration says in its proposal-- high-cost loans, only 6 percent of the high-cost loans provided American consumers were provided by depository institutions that were regulated under the current system; 94 percent were provided by the so-called ``shadow banking regulator.'' That is why we would suggest the focus really should be on filling the regulatory gaps that exist today and that really need to be filled.","Speech"," "
"Chairman Dodd","Senator Shelby.","Speech"," "
"Senator Shelby","Mr. Chairman, just for the record, just my observation, I would think that if you look at the record here of the failure of the regulatory bodies, that all roads seem to lead to the Federal Reserve. They don't lead to the FDIC. They don't lead to the Comptroller. They don't lead to the Community Bank Supervisor. But just about all of them lead to the Fed, and let us be honest about it. I want to get into something else. Chairman Bernanke has testified before this Committee that this crisis has revealed that our Nation's ``too-big-to-fail'' problem is much worse than many thought. After the bailouts of Bear Stearns, AIG, Chrysler, and GM, our markets now have good reason to expect that the Federal Government will bail out any prominent company that gets into financial trouble, perhaps. My question to you is, what steps need to be taken to restore market discipline and minimize the moral hazard created by the bailouts over the past year? Is this a problem that will not be solved until the Federal Government actually allows several prominent institutions to fail? In other words, we are going down a road, a dead-end road on the ``too-big-to-fail'' thing. Sheila.","Speech"," "
"Ms. Bair","Well, we very much agree with you, Senator, and that is why when I have testified before this Committee previously our priority focus has been on resolution authority. We need a mechanism that can resolve very large financial organizations in a way that is orderly, that protects the rest from any systemic implications, but makes sure that their creditors and shareholders take losses. We don't have that right now and I don't think we are going to get that restored market discipline until Congress puts something like that in place.","Speech"," "
"Senator Shelby","John.","Speech"," "
"Mr. Dugan","I agree that we need a better mechanism to have more orderly resolutions of companies that get into trouble so that you can have more instances where you don't have threats to the system just by resolving them. I think you need to do more up front by way of capital requirements and liquidity requirements so they don't get into that position. And I think you will have more circumstances where larger institutions can be failed in an orderly manner. I do think, however, that you have to preserve some flexibility for the Government----","Speech"," "
"Senator Shelby","Sure.","Speech"," "
"Mr. Dugan","----in emergency circumstances where the entire system is threatened, like we were last fall, to be able to address that concern, and I know that is hard, but I think you really need to do that.","Speech"," "
"Senator Shelby","Governor.","Speech"," "
"Mr. Tarullo","Senator, I certainly agree with the utility of the resolution mechanism, but when you ask about market discipline, I think there is more that we need to do. The resolution mechanism comes at the end of the day. It comes at the time of failure. It would be better to create additional incentives that preclude the failure. We surely need more transparency and disclosure by financial institutions, particularly the largest. And as I have indicated a couple of times in prepared testimony, I think we also need to be looking at alternative requirements for the capital structure of at least large institutions. There are a number of ideas out there that would require certain kinds of convertible debt to be in the capital structure of a company. That is good because there is market discipline as long as it is a debt instrument. The debt holders want to be paid. And they know if the financial institution gets into trouble, that that debt will be converted into equity. It will provide a buffer against loss and they will be subject to loss. So I think that market discipline has a number of different avenues that we should pursue, and market discipline itself should be pursued alongside of some other regulatory mechanisms. Senator, if I could, you know I was not at the Federal Reserve up until a few months ago, and as I have said repeatedly, I really do believe here is plenty of blame to go around everywhere. But I don't honestly think that all roads lead to the Fed on this. I mean, Bear Stearns----","Speech"," "
"Senator Shelby","Well, which don't lead to them?","Speech"," "
"Mr. Tarullo","I would say, Senator, Bear Stearns, AIG, Lehman, Fannie and Freddie. There were a lot of problems in this system, and as I said earlier, I think before this crisis is over, we are going to have seen a lot of failures in a lot of kinds of institutions. I don't say that to try to deflect any responsibility. In fact, I think part of what I was trying to say in my prepared remarks and in the introductory remarks was that I and everybody on the Board takes seriously where things didn't get regulated as well as they should have and where the structure needs work, and that is why we started to make the changes we are already making.","Speech"," "
"Senator Shelby","Just for the record, and we all know this, but who is the regulator, the primary regulator of the holding companies, the big banks that got into trouble? You know it is your Federal Reserve, and you are now--you weren't, but you are now a member of the Board of Governors. Let us be honest about it.","Speech"," "
"Mr. Tarullo","Well, that is absolutely true, Senator. In some cases, the bank is regulated by other regulatory agencies and there are also entities----","Speech"," "
"Senator Shelby","But the primary regulator of the----","Speech"," "
"Mr. Tarullo","Of the holding companies, right.","Speech"," "
"Senator Shelby","----is the Federal Reserve. I haven't got much time, but I want to pick up on a couple of things. Today's Wall Street Journal had a tough article dealing with Secretary Geithner when he met with a bunch of you, where he told the financial regulators that they should stop--can you imagine the gall here of the Secretary--that they should stop criticizing the Obama administration regulatory reform plan. My gosh. I hope you won't quit. I think your honesty and your candor here is very important. We recognize the role of the Treasury to set some policy for financial regulation. But ultimately, it is going to be the Congress up here. This Committee, both sides of the aisle, and the House is going to set the tone and create the laws. And I appreciate you bringing this independent perspective with all kinds of pressure placed on you. Does the testimony that you have given here today, that you have provided, is that your own views, such as it was, not in any way influenced by Secretary Geithner's tirade against you the other day? It is a serious question. Is this your----","Speech"," "
"Chairman Dodd","Who are you asking the question of here? Which one of these----","Speech"," "
"Senator Shelby","I was asking all of them.","Speech"," "
"Mr. Dugan","Yes, it is our own testimony. Congress requires and prohibits the Treasury Department from intervening in any legislative view we express to the Committee. We do not clear our statements through the Treasury Department and we take that independent function very, very seriously.","Speech"," "
"Senator Shelby","Sheila.","Speech"," "
"Ms. Bair","Yes. I don't think anybody thinks we are not independent. It was absolutely our testimony.","Speech"," "
"Senator Shelby","We hope you are going to stay independent.","Speech"," "
"Ms. Bair","I will.","Speech"," "
"Senator Shelby","Governor.","Speech"," "
"Mr. Tarullo","Absolutely, Senator. The only people I discussed this with are my fellow members of the Board and the staff of the Federal Reserve.","Speech"," "
"Senator Shelby","Mr. Bowman.","Speech"," "
"Mr. Bowman","Senator Shelby, I think our testimony speaks for itself and we do take exception to the Administration's approval, and yes, we are independent.","Speech"," "
"Senator Shelby","Thank you, Mr. Chairman.","Speech"," "
"Chairman Dodd","Thank you very much.","Speech"," "
"Senator Brown","","Speech"," "
"Senator Brown","Thank you. I was a little surprised by Senator Shelby's question, considering the positions that you have all taken. Let me look at this in kind of a different way. The public has a general understanding. The investing public and the victims of this financial disaster, which is my whole State and most of this country, has a general understanding that regulation of financial institutions, putting it mildly, fell far short. Some have the belief that the most, I think the most egregious institutions found an agency that was too easy on them. In Washington, we call that regulator shopping. They just think that the Government, for whatever reason, was too easy on Wall Street greed. And I hear each of you. There may be some turf issues, and that may be a cynical way to look at it and I apologize if that is the way you take it, but I hear the--I see the President's plan, the President's proposed bank supervision framework. I hear each of you disputing major parts of it. How would you explain to the American public what the next step is? How do we fill the financial gaps in our financial regulatory system if consolidation of regulators is not the best move? How do you explain to the public why four very smart people playing very important roles in our financial institution regulatory system and an Administration that, I think, has equally smart people that understand this, why is there not more agreement? How do you explain in understandable terms, if you were talking directly to the American people now, not to this Committee, what we should do to fill these gaps so these kinds of egregious, awful things don't happen again? I will start with you, Ms. Bair.","Speech"," "
"Ms. Bair","Well, I think there was arbitrage, but it was between the bank and the nonbank sectors. It was excess leverage with investment banks and hedge funds and other types of vehicles versus the higher leverage in risk-based capital requirements that we had for commercial banks. On consumer protection, it was third-party mortgage originators that were not affiliated with insured depository institutions originating loans being funded by Wall Street funding vehicles. The third-party mortgage originators were pretty much outside of any type of prudential or consumer protection standards that were within the purview of the banking regulators. So I think it is unfortunate the word ``bank'' is used for just about every institution, but in my world, a bank is an FDIC-insured institution. While we all made mistakes, the insured depository institution sector has held up pretty well. This is why you saw in December so many financial companies fleeing to become bank holding companies and trying to grow their insured institutions, because that was the sector that was left standing, which is hard for the FDIC because our exposure has increased significantly. We have tried to do the things we need to do to stabilize the system. But, this has increased our exposure significantly. As I have testified before, the arbitrage is between the banks and the nonbanks. Having a consumer agency with a focus especially on examination and enforcement of the nonbank sector and having a Systemic Risk Council that would have the authority to define systemic issues or systemic institutions, whether or not they voluntarily want to come in under the more stringent regulatory regime we have for banks and bank holding companies. The arbitrage was between the bank and the nonbank sectors. It was not among different types of bank charters, and certainly not between the choice of a State or Federal charter. There are 8,000 community banks in this country. Most of them have a State charter, so consequently, we regulate about 5,000 banks. I don't think they contributed to this, but you have seen traditional resistance among community banks to regulatory consolidation for fear, frankly, which I share, that inevitably there would be a regulatory viewpoint that would be dominated by the larger institutions if everyone was lumped in together. There is a valid reason for State charters. The community banks and State-chartered community banks tend to be more local in their interest and how they conduct their lending. To try to draw that issue into the much larger problems we had with arbitrage between banks and nonbanks and then the lack of regulation of derivatives, I think, is misguided and is not where you should be focusing your efforts or the American public should be focusing its efforts.","Speech"," "
"Senator Brown","Mr. Dugan, your thoughts?","Speech"," "
"Mr. Dugan","I agree with everything Sheila just said. I would point out that we also regulate about a quarter of the Nation's community banks, so we do all different sizes of institutions. And most of the problems did not take place inside of the insured depository institutions that we supervise, which are the most extensively regulated parts of the system. Of course, we did make some mistakes and there were some problems. I am not discounting that. But that is not where most of them were. The second thing I would say is I think there are a number of very sound and strong proposals in the Administration's reform proposal, which I do support, as I testified. There are just some places where we think it should be shaped differently, and carrying out our duty to provide our views independently, that is what we are trying to suggest. With the CFPA, for example, we agree that a strong Federal consumer protection rulewriter to provide a single set of rules that applies to everybody is a very powerful change. But we think taking that same step and applying it to the enforcement and examination of the depository institutions should stay with the bank regulators where it works well, and instead, all of that effort should go to the examination, enforcement, and implementation of the nonbanking sector where there were very substantial problems that have led to disproportionately higher levels of foreclosures, for example, in your State and many of the States represented in this room.","Speech"," "
