"Speaker","Speech","Type","Comments"
"Senator Bunning","Turn on your microphone.","Speech"," "
"Mr. Bernanke","Pardon me. Senator, I would like to say first that the harsh weather is unlikely to have any permanent effects on the economy, simply a temporary effect. But it does seem likely that there will be some impact on the employment statistics for January. It is very hard to know exactly how much, but the snowstorms were during the week in which the information is gathered about payrolls. It may also affect unemployment insurance claims and some other kinds of information. So we will have to be particularly careful about not overinterpreting the data that we receive for January.","Speech"," "
"Senator Johnson","As Congress grapples with the need for job creation and the need to reduce our mounting deficits and national debt, can you talk about the impact unemployment and the budget imbalance could have on inflation?","Speech"," "
"Mr. Bernanke","Well, currently Senator, inflation looks to be subdued. We are not expecting inflation to rise significantly in the near or medium term. On the one hand, the unemployment and the low use, utilization, the low rate of utilization of labor has been a force keeping wage gains very lower, which, of course, from a worker' perspective is a problem. From the perspective of employers, they are seeing both very slow wage growth and because of all the cuts and cost-cutting measures, they are also seeing very strong increases in productivity, which are quite remarkable. So the combination of slow wage growth and high productivity gains means that the unit labor costs, the costs of production are, if anything, falling for most firms. So that, together with very weak demand in many industries, means that firms have very little ability or incentive to raise prices, which would, of course, tend to moderate inflation. On the deficit, the impact on inflation in the near term I think is limited. Of course, it is important that Congress, the Administration, find solutions to our longer-term debt problems. Otherwise, it is conceivable--and I am not anticipating anything in the near term, but it is conceivable that it could lead to a loss of confidence in aspects of the U.S. economy. It could affect interest rates. It could affect the value of the dollar. And those things could directly or indirectly affect the state of the economy, the recovery, and, of course, the rate of inflation.","Speech"," "
"Senator Johnson","As the Federal Reserve begins to wind down purchases of mortgage-backed securities, what steps, if any, are needed to ensure stability in the housing market during this transition?","Speech"," "
"Mr. Bernanke","Well, as you know, Senator, we are at this point planning to end our purchases at the end of this first quarter. A question is to what extent will mortgage rates be affected by the end of our purchases. Of course, even though we have stopped purchases, we still retain on our balance sheet $1.25 trillion of mortgage-backed securities, and we believe that the holding of all those securities off the market in itself will tend to keep mortgage rates down. We do not know for sure how much mortgage rates will respond to our leaving the market. So far, there is little evidence of much change in mortgage rates, but obviously, we have to keep monitoring that. If there is a response which seems to threaten the broader economic recovery, we certainly would be prepared to review that decision. But, again, at the moment it does not seem to be that a large change in mortgage rates or any effect on housing is evident.","Speech"," "
"Senator Johnson","Although the minutes of the January 26-27, 2010 Federal Open Market Committee meeting indicate that core measures of inflation have been stable, they also indicate that headline inflation with swings in energy prices and core inflation may have been held down by unusually slow increases in the price index for shelter due to the housing crisis. Do you think that potentially higher future energy and housing costs pose an inflationary threat in the medium run?","Speech"," "
"Mr. Bernanke","Well, we believe that the underlying trend of inflation, given stable expectations, given a very weak economy, looks to be subdued. Of course, we monitor energy and commodity prices very closely and they can vary substantially depending, for example, on the strength of the global recovery. Recently, energy prices have been roughly stable and futures prices don't indicate an expectation of sharp increases in the near term. So, again, we will continue to monitor energy prices, but currently, at least, they are not presenting a major inflationary threat. The very high vacancy rates in rental properties are keeping rents down, as well as vacancies in homes, as well, and our anticipation is that shelter costs are going to remain quite subdued for some time.","Speech"," "
"Senator Johnson","Senator Shelby.","Speech"," "
"Senator Shelby","Thank you. Chairman Bernanke, this Committee continues, as you well know, to wrestle with financial reform and the role of the Fed has been a significant part of that debate, as you are well aware. Chairman Dodd has previously proposed stripping the Fed of its regulatory authority, allowing you and your colleagues to focus on your monetary policy, lender of last resort, and payment systems functions and so forth. On the other hand, some on the Committee have argued in favor of allowing the Fed to retain some type of regulatory authority over the largest institutions, perhaps some of the others. What do you see--how do you see such an approach, as a net positive or a net negative here, and what would you do as Chairman of the Board of Governors of the Fed if the will of the Congress was to give the Fed another opportunity to be a regulator? What would you change, considering all the problems that were had in the last 7 years in the regulatory process?","Speech"," "
"Mr. Bernanke","Thank you, Senator. As you know, I think that stripping the Federal Reserve of its supervisory authorities in the light of the recent crisis would be a grave mistake for several reasons. First, we have learned from the crisis that large, complex financial firms that pose a threat to the stability of the financial system need strong consolidated supervision. That means they need to be seen and overseen as a complete company, reflecting the developments not only in their banks, but also in their securities dealers and all the various aspects of their operations. A bank supervisor which focuses on looking at credit files is not prepared to look at the wide range of activities of a complex international financial firm. The Federal Reserve, in contrast, by virtue of its efforts in monetary policy, has substantial knowledge of financial markets, payment systems, economics, and a wide range of areas other than just bank supervision, and in our stress test, we demonstrated that we can use that whole range of multidisciplinary skills to do a better job of consolidated oversight. By the same token, we need to look at systemic risks. Systemic risks themselves also involve risks that can span across companies and into various markets. There again, you need an institution that has a breadth of skills. It is hard for me to understand why in the face of a crisis that was so complex and covers so many markets and institutions you would want to take out of the regulatory system the one institution that has the full breadth and range of those skills to address those issues. Let me mention your second point, and I think your point is very well taken. As I discussed in my testimony, we have taken very, very seriously both changes in our performance, changes in the way we go about doing supervision, but also changes in the structure of supervision, and we have made very substantial changes in order to increase the quality of our supervision, to increase our ability to look for systemic risks, and to use a multidisciplinary cross-expertise platform to look at these different issues. So we are very committed, and I would be happy to discuss with you through a letter or individually more details. I guess I would also like, if I might just have one more second, the Federal Reserve, of course, made errors and made mistakes in the supervisory function, but we were hardly alone in that respect and there were----","Speech"," "
"Senator Shelby","But what have you learned? I guess that is the question.","Speech"," "
"Mr. Bernanke","Well, my----","Speech"," "
"Senator Shelby","You and the Board of Governors. What have you learned?","Speech"," "
"Mr. Bernanke","We have learned several things. We have learned, first, that regulations need to be tougher, and we have led the effort to strengthen capital requirements, to strengthen liquidity requirements, to put more controls, risk controls into these companies. We have learned that we need to have a more risk and systemic-oriented approach and we have changed our approach to do that. So we have gone at this very extensively.","Speech"," "
"Senator Shelby","Mr. Chairman, I want to briefly get into the Volcker Rule and size limits. The Administration recently proposed, as you well know, that limitations be imposed on banks and bank holding companies with respect to trading activities, including proprietary trading, the so-called Volcker Rule. The Administration also proposed placing limitations on what was referred to as, quote, ``excessive growth'' of the shares of liabilities at the largest financial firms. What are your views on the Volcker Rule proposal, and separately, on the proposal to limit excessive growth in the firms' liabilities? And do the regulators right now have the power, as some people have suggested, to invoke the Volcker Rule, or would you need legislation if the Congress so thought it was necessary?","Speech"," "
"Mr. Bernanke","Senator, first, I think we would all agree that we don't want companies taking excessive risks when they are protected by the government safety net, so that is very important. There are obviously multiple ways to address those risks and they include capital requirements, and we have increased capital requirements, as well as, for example, restrictions on executive compensation, which affect willingness to take risks. If you go about imposing the Volcker Rule, I think it would be difficult to do on a purely legislative basis because of the potential for having unintended consequences. So while on the one hand you may want to restrict purely proprietary trading, you also want to distinguish that from, say, appropriate hedging behavior----","Speech"," "
"Senator Shelby","You have to be careful, don't you?","Speech"," "
"Mr. Bernanke","You have to be careful of unintended consequences. Hedging, market making, customer activities can involve ownership of securities for a period of time. I do think if you want to go in that direction, you should at least allow some role for the supervisors to make determinations about individual activities. I think it would not be inappropriate if a supervisor determines that a company doesn't have the managerial or risk capacity to appropriately manage a particular activity, for the supervisor to be able to restrict that activity. I would argue that we have that authority to some extent now, but if Congress wants to reinforce that, of course, it couldn't hurt.","Speech"," "
"Senator Shelby","Thank you, Mr. Chairman.","Speech"," "
"Senator Johnson","Senator Reed?","Speech"," "
"Senator Reed","Thank you very much, Mr. Chairman, and welcome, Chairman Bernanke. A follow-up on the Volcker Rule. How would you implement it if you were to do it through your regulatory process?","Speech"," "
"Mr. Bernanke","We would do it as part of our overall risk management assessment. We would look at the range of activities that the company engages in. There might be some activities that would be explicitly prohibited by legislation, say perhaps owning a hedge fund, for example. But if there are other activities, such as purchasing of, say, credit default swaps, I think it would be appropriate for the supervisor to, first of all, ascertain that the use of credit default swaps is primarily intended to hedge other positions and therefore is overall a net reduction in risk for the company as opposed to an increase or a speculative increase in risk. Second, even if the purposes of the program are in some sense legitimate, there is still the question of whether the company has adequate managerial risk management resources to properly manage those risks, and what we saw in the previous crisis, and I think this is one of the things we really learned, is that many large, complex companies didn't really understand the full range of risks that they were facing and as a result they found themselves exposed in ways they didn't anticipate. So if a company didn't have strong risk management controls and a strong culture of system--enterprise-wide risk management, I think that would be also grounds for the supervisor requesting either substantial strengthening in those controls or eliminating those activities.","Speech"," "
"Senator Reed","Just an observation. Those controls are much more rigorous today, but they tend to erode over time, particularly as these unpleasant crises fade. And also, the capacity of the regulators, the Federal Reserve and other regulators, to make very nuanced judgments about management, et cetera, there is really a question of regulatory capacity as well as managerial capacity that at least the last several months suggests that it won't be handled by simply sort of letting you do what you inherently can do now.","Speech"," "
"Mr. Bernanke","Well, certainly Congress could provide guidance about what they would like to see shut down or make specific statutory recommendations or statutory laws. But another--I am sorry. I lost my train of thought. Oh, yes, sorry. I just recalled. I think another part of the reform package that is very important is the resolution authority and measures taken to address the too-big-to-fail problem. If you can address the too-big-to-fail problem and get market discipline affecting firms so that investors will have an incentive to try to evaluate the risk taking of those firms, that will be an additional--not a panacea, but it will be an additional factor helping the regulators and the firm itself make good decisions.","Speech"," "
"Senator Reed","Underlying this discussion of the Volcker Rule is a more general principle, I think. That is, what risks should taxpayers support? I think there is a consensus that traditional commercial banking, which everything has a risk, has historically been supported and should be supported. But the ability to access your credit facilities and your authority under 13(3) by large financial institutions whose primary activity is not commercial banking but either proprietary trading, which is inherently riskier, I mean, there is a real question here of whether they should have that access and I think that is at the heart of the Volcker Rule. To your point about too big to fail, I mean, the size has not been indicative of the sort of capacity to fail, so again, I just--there are real questions that we have to wrestle with with respect to, as a policy that you will implement, whether we are going to, with taxpayers' money, support very profitable risk-taking activities when they work and catastrophic activities to taxpayers when they don't work.","Speech"," "
"Mr. Bernanke","Well, Senator, as an example, consider the savings and loans, which basically were killed by interest rate risk. Today, they would either be able to securitize the loans that they made or they would be able to hedge that interest rate risk. So I am not disagreeing with you at all. I think we all agree that we don't want excessive risk taking, particularly on a ``tails, I win, heads, you lose'' basis, certainly. But there are some legitimate purposes for using securities and we just want to make sure not to increase the risk----","Speech"," "
"Senator Reed","No, I recognize the difficulty of sorting out a proprietary trade. You don't have the staff, frankly, to do that, to keep up with every trading platform and every trading floor in the country. So that is why I think there has to be perhaps a simpler approach, since these organizations are so large in terms of their trading versus the commercial banks, they might not qualify for the same type of support. Thank you.","Speech"," "
"Senator Johnson","Senator Bunning?","Speech"," "
"Senator Bunning","Thank you, Mr. Chairman. Thank you for being here. On the discount rate increase, how much lending is currently outstanding at the discount window? I don't want to know the people, I just want to know the amounts.","Speech"," "
"Mr. Bernanke","I believe it is in the order of $17 to $20 billion.","Speech"," "
